position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Westbrook, Russell^",75.2,$61,OKLAHOMA CITY THUNDER,@ bos, 117-112,34:50,   45pt 11rb 11as 1st 4to 5trey 13-25fg 14-16ft
PG,"Antetokounmpo, Giannis^",62.6,$50,MILWAUKEE BUCKS,v was, 123-96,32:42,   39pt 8rb 6as 2st 1bl 1to 12-19fg 15-17ft
SG,"LaVine, Zach^",53.7,$27,MINNESOTA TIMBERWOLVES,v sac, 105-109,39:02,   40pt 6rb 2as 1st 2to 7trey 13-21fg 7-7ft
SG,"Batum, Nicolas^",50.7,$31,CHARLOTTE HORNETS,v chi, 103-91,39:37,   20pt 11rb 10as 1st 1bl 2to 1trey 7-15fg 5-6ft
PG,"Lowry, Kyle^",50.3,$40,TORONTO RAPTORS,@ uta, 104-98,33:17,   36pt 4rb 5as 2st 4to 4trey 15-20fg 2-3ft
PG,"Thomas, Isaiah^",49.4,$35,BOSTON CELTICS,v okc, 112-117,34:17,   34pt 2rb 10as 1st 5to 2trey 12-22fg 8-9ft
PG,"Payton, Elfrid",47.6,$19,ORLANDO MAGIC,v lal, 109-90,29:46,   25pt 3rb 9as 1st 1bl 3trey 11-16fg
PG,"Bledsoe, Eric^",45.9,$35,PHOENIX SUNS,v phi, 123-116,36:55,   24pt 2rb 11as 3bl 4to 2trey 7-12fg 8-11ft
PG,"Irving, Kyrie^",45.5,$37,CLEVELAND CAVALIERS,v bkn, 119-99,26:27,   13pt 5rb 10as 6st 1to 1trey 5-11fg 2-2ft
SG,"Harden, James^",43.9,$58,HOUSTON ROCKETS,@ mem, 109-115,36:11,   16pt 7rb 17as 1st 9to 2trey 6-13fg 2-3ft
PG,"Curry, Stephen^",42.1,$42,GOLDEN STATE WARRIORS,@ det, 119-113,35:00,   25pt 3rb 8as 2st 5to 5trey 7-15fg 6-6ft
PG,"Schroder, Dennis^",41.7,$29,ATLANTA HAWKS,@ den, 109-108,36:13,   27pt 6rb 5as 1st 3to 2trey 9-19fg 7-7ft
SG,"Booker, Devin^",41.2,$23,PHOENIX SUNS,v phi, 123-116,38:16,   23pt 6rb 6as 2st 4to 4trey 8-18fg 3-3ft
SG,"DeRozan, DeMar^",38.7,$40,TORONTO RAPTORS,@ uta, 104-98,37:07,   24pt 6rb 1as 4st 2to 10-24fg 4-6ft
PG,"Conley, Mike^",38.6,$27,MEMPHIS GRIZZLIES,v hou, 115-109,28:52,   24pt 3rb 5as 1st 3trey 9-17fg 3-4ft
PG,"Mills, Patty",37.6,$13,SAN ANTONIO SPURS,@ por, 110-90,28:03,   23pt 3rb 5as 2st 3to 5trey 7-9fg 4-5ft
PG,"Lillard, Damian^",37.5,$45,PORTLAND TRAIL BLAZERS,v sas, 90-110,37:29,   16pt 5rb 10as 1st 2to 1trey 7-19fg 1-2ft
PG,"Holiday, Jrue^",36.9,$28,NEW ORLEANS PELICANS,v mia, 91-87,26:32,   22pt 2rb 6as 2st 1to 1trey 9-17fg 3-5ft
PG,"Rubio, Ricky^",36.7,$19,MINNESOTA TIMBERWOLVES,v sac, 105-109,33:33,   13pt 6rb 8as 3st 3to 3trey 4-10fg 2-2ft
SG,"Caldwell-Pope, Kentavious^",36.2,$19,DETROIT PISTONS,v gsw, 113-119,40:53,   25pt 1rb 2as 2st 1bl 1to 4trey 9-18fg 3-4ft
PG,"Wall, John^",35.6,$49,WASHINGTON WIZARDS,@ mil, 96-123,31:54,   18pt 3rb 10as 1st 3to 8-18fg 2-2ft
SG,"Matthews, Wes^",34.7,$22,DALLAS MAVERICKS,@ lac, 90-88,39:42,   16pt 6rb 2as 3st 1bl 1trey 6-16fg 3-6ft
PG,"Walker, Kemba^",34,$36,CHARLOTTE HORNETS,v chi, 103-91,32:29,   20pt 5rb 4as 1st 1to 2trey 6-16fg 6-6ft
SG,"Crawford, Jamal",33.7,$11,LOS ANGELES CLIPPERS,v dal, 88-90,29:52,   26pt 1rb 6as 4to 3trey 10-16fg 3-3ft
SG,"Brogdon, Malcolm",33.6,$10,MILWAUKEE BUCKS,v was, 123-96,29:16,   17pt 3rb 7as 2st 3to 3trey 7-7fg
PG,"Dragic, Goran^",33.3,$36,MIAMI HEAT,@ nor, 87-91,33:31,   23pt 4rb 5as 3to 2trey 10-17fg 1-3ft
PG,"Rodriguez, Sergio^",32.9,$19,PHILADELPHIA 76ERS,@ pho, 116-123,25:49,   21pt 2rb 7as 3to 4trey 8-12fg 1-1ft
PG,"Rondo, Rajon^",32.3,$23,CHICAGO BULLS,@ cha, 91-103,32:32,   7pt 9rb 10as 2st 5to 1trey 3-10fg
PG,"Williams, Deron^",30.5,$21,DALLAS MAVERICKS,@ lac, 90-88,34:53,   12pt 5rb 9as 1st 4to 2trey 5-16fg
SG,"Gordon, Eric",30.4,$20,HOUSTON ROCKETS,@ mem, 109-115,31:43,   17pt 2rb 4as 1st 1bl 1to 4trey 6-19fg 1-1ft
SG,"McCollum, C.J.^",30.2,$32,PORTLAND TRAIL BLAZERS,v sas, 90-110,29:59,   16pt 6rb 3as 2st 3to 3trey 5-16fg 3-4ft
PG,"Mack, Shelvin^",29.3,$13,UTAH JAZZ,v tor, 98-104,33:55,   17pt 4rb 5as 1st 3to 2trey 7-13fg 1-2ft
PG,"Lawson, Ty",28.6,$10,SACRAMENTO KINGS,@ min, 109-105,27:43,   15pt 3rb 4as 2st 1to 2trey 5-11fg 3-4ft
SG,"Kilpatrick, Sean^",28,$21,BROOKLYN NETS,@ cle, 99-119,20:47,   12pt 5rb 4as 2st 1to 2trey 4-10fg 2-2ft
PG,"Beverley, Patrick^",27.2,$20,HOUSTON ROCKETS,@ mem, 109-115,33:20,   13pt 6rb 1as 2st 3trey 4-11fg 2-2ft
SG,"Barton, Will",26.8,$19,DENVER NUGGETS,v atl, 108-109,34:05,   12pt 4rb 5as 1bl 1trey 4-9fg 3-5ft
PG,"Jackson, Reggie^",26.6,$22,DETROIT PISTONS,v gsw, 113-119,30:15,   17pt 3rb 6as 1st 5to 7-17fg 3-4ft
PG,"Mudiay, Emmanuel^",26.6,$18,DENVER NUGGETS,v atl, 108-109,27:30,   17pt 3rb 5as 2to 1trey 3-8fg 10-10ft
SG,"Wade, Dwyane^",26.4,$28,CHICAGO BULLS,@ cha, 91-103,26:10,   12pt 7rb 2as 2st 1to 5-16fg 2-2ft
PG,"Russell, D'Angelo^",25.4,$22,LOS ANGELES LAKERS,@ orl, 90-109,30:18,   15pt 2rb 3as 2st 1bl 3to 1trey 6-15fg 2-2ft
SG,"LeVert, Caris",24.4,$10,BROOKLYN NETS,@ cle, 99-119,23:45,   9pt 7rb 2as 1st 1bl 1to 2trey 2-7fg 3-4ft
SG,"Harris, Gary^",24.4,$19,DENVER NUGGETS,v atl, 108-109,29:56,   12pt 2rb 4as 1st 1bl 5-12fg 2-3ft
SG,"Bradley, Avery^",24.2,$28,BOSTON CELTICS,v okc, 112-117,35:48,   16pt 6rb 1as 1to 1trey 6-16fg 3-6ft
SG,"Thompson, Klay^",24.1,$29,GOLDEN STATE WARRIORS,@ det, 119-113,37:02,   17pt 3rb 2as 1st 3to 3trey 6-14fg 2-2ft
PG,"Clarkson, Jordan",24,$17,LOS ANGELES LAKERS,@ orl, 90-109,27:21,   18pt 5rb 2as 5to 4trey 7-14fg
PG,"Dinwiddie, Spencer",23.6,$10,BROOKLYN NETS,@ cle, 99-119,21:06,   13pt 3rb 3as 1st 1trey 6-7fg 0-1ft
PG,"Rivers, Austin",23.5,$10,LOS ANGELES CLIPPERS,v dal, 88-90,28:53,   16pt 3as 2st 3to 4trey 6-13fg
SG,"Allen, Tony^",22.3,$14,MEMPHIS GRIZZLIES,v hou, 115-109,28:48,   9pt 4rb 2as 2st 1bl 1to 1trey 3-5fg 2-4ft
SG,"Evans, Tyreke",22,$21,NEW ORLEANS PELICANS,v mia, 91-87,14:47,   7pt 5rb 5as 1st 1to 1trey 1-7fg 4-4ft
SG,"Temple, Garrett",21.7,$13,SACRAMENTO KINGS,@ min, 109-105,25:47,   9pt 6rb 4as 1to 1trey 3-6fg 2-2ft
SG,"Williams, Louis",21.4,$25,LOS ANGELES LAKERS,@ orl, 90-109,21:10,   13pt 2rb 1as 2st 1trey 3-11fg 6-7ft
SG,"Curry, Seth",21.2,$11,DALLAS MAVERICKS,@ lac, 90-88,24:54,   3pt 1rb 7as 3st 1trey 1-4fg
SG,"Meeks, Jodie^",21,$10,ORLANDO MAGIC,v lal, 109-90,26:45,   9pt 5rb 1as 2st 1trey 3-11fg 2-2ft
SG,"Beal, Bradley^",20.9,$30,WASHINGTON WIZARDS,@ mil, 96-123,30:47,   10pt 2rb 6as 1bl 3to 1trey 3-10fg 3-3ft
SG,"Carter, Vince",20.8,$10,MEMPHIS GRIZZLIES,v hou, 115-109,21:42,   14pt 4rb 4trey 5-8fg
PG,"Felder, Kay",19.7,$10,CLEVELAND CAVALIERS,v bkn, 119-99,15:57,   11pt 1rb 3as 1st 1bl 1to 4-7fg 3-4ft
