position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Westbrook, Russell^",58.3,$55,OKLAHOMA CITY THUNDER,v uta, 95-102,37:12,   19pt 9rb 13as 4st 3to 2trey 7-19fg 3-4ft
PG,"Paul, Chris^",53.6,$32,HOUSTON ROCKETS,v min, 102-82,29:47,   27pt 3rb 8as 3st 1bl 1to 3trey 10-18fg 4-4ft
PG,"Rubio, Ricky^",43.9,$31,UTAH JAZZ,@ okc, 102-95,35:28,   22pt 7rb 9as 1st 3to 5trey 6-16fg 5-6ft
SG,"Harden, James^",42.3,$50,HOUSTON ROCKETS,v min, 102-82,30:46,   12pt 4rb 7as 3st 3bl 3to 1trey 2-18fg 7-8ft
SG,"Green, Gerald",39.9,$12,HOUSTON ROCKETS,v min, 102-82,26:16,   21pt 12rb 1as 1bl 5trey 7-17fg 2-2ft
SG,"Mitchell, Donovan^",37.2,$34,UTAH JAZZ,@ okc, 102-95,42:37,   28pt 6rb 2as 1st 4to 10-25fg 8-9ft
SG,"Oladipo, Victor^",34.6,$40,INDIANA PACERS,@ cle, 97-100,28:08,   22pt 3rb 6as 2st 6to 2trey 9-18fg 2-2ft
PG,"Collison, Darren^",33,$19,INDIANA PACERS,@ cle, 97-100,33:29,   16pt 5rb 6as 1st 1to 2trey 7-11fg
SG,"Brewer, Corey^",27.2,$14,OKLAHOMA CITY THUNDER,v uta, 95-102,28:50,   11pt 1rb 2as 3st 1bl 1trey 4-8fg 2-2ft
SG,"Korver, Kyle^",20.1,$10,CLEVELAND CAVALIERS,v ind, 100-97,30:55,   12pt 3rb 1as 1st 4trey 4-8fg
PG,"Felton, Raymond",19.9,$10,OKLAHOMA CITY THUNDER,v uta, 95-102,15:29,   8pt 2rb 3as 2st 1to 2trey 3-5fg
PG,"Joseph, Cory",17.4,$10,INDIANA PACERS,@ cle, 97-100,25:27,   6pt 2rb 2as 1st 1bl 3-6fg
SG,"Butler, Jimmy^",15.8,$36,MINNESOTA TIMBERWOLVES,@ hou, 82-102,24:58,   11pt 4rb 2as 3to 1trey 3-6fg 4-4ft
