position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Westbrook, Russell^",63,$62,OKLAHOMA CITY THUNDER,@ gsw, 100-121,35:14,   27pt 15rb 13as 2st 2bl 10to 1trey 8-23fg 10-11ft
SG,"Harden, James^",61.2,$62,HOUSTON ROCKETS,v mil, 111-92,36:42,   38pt 6rb 8as 2bl 2to 4trey 14-25fg 6-6ft
PG,"Antetokounmpo, Giannis^",58.7,$52,MILWAUKEE BUCKS,@ hou, 92-111,37:01,   32pt 11rb 6as 1st 3bl 4to 1trey 13-20fg 5-6ft
PG,"Rose, Derrick^",53.5,$24,NEW YORK KNICKS,@ bos, 117-106,32:45,   30pt 10rb 5as 2st 2bl 4to 13-24fg 4-4ft
PG,"Wall, John^",49.4,$48,WASHINGTON WIZARDS,v mem, 104-101,36:59,   25pt 2rb 13as 2st 1bl 4to 1trey 7-18fg 10-10ft
PG,"Teague, Jeff^",48.4,$35,INDIANA PACERS,@ sac, 106-100,33:57,   22pt 7rb 11as 2st 3to 1trey 5-6fg 11-11ft
PG,"Thomas, Isaiah^",48.1,$44,BOSTON CELTICS,v nyk, 106-117,36:58,   39pt 3rb 2as 1st 2to 5trey 12-25fg 10-10ft
PG,"Curry, Stephen^",44.8,$42,GOLDEN STATE WARRIORS,v okc, 121-100,34:11,   24pt 4rb 8as 3st 3to 2trey 9-19fg 4-4ft
PG,"Lowry, Kyle^",43.3,$42,TORONTO RAPTORS,@ phi, 89-94,39:49,   24pt 4rb 4as 5st 1bl 5to 3trey 5-13fg 11-16ft
PG,"Lillard, Damian^",40.4,$41,PORTLAND TRAIL BLAZERS,@ cha, 85-107,35:01,   21pt 7rb 6as 1st 1bl 3to 2trey 7-18fg 5-5ft
PG,"Walker, Kemba^",39.9,$38,CHARLOTTE HORNETS,v por, 107-85,32:02,   23pt 2rb 5as 3st 1to 4trey 8-14fg 3-5ft
PG,"Beverley, Patrick^",38.3,$19,HOUSTON ROCKETS,v mil, 111-92,34:25,   12pt 9rb 5as 3st 2bl 3to 2trey 5-10fg
SG,"DeRozan, DeMar^",37.6,$42,TORONTO RAPTORS,@ phi, 89-94,38:02,   25pt 3rb 6as 1st 2to 11-21fg 3-4ft
PG,"Holiday, Jrue^",36.9,$30,NEW ORLEANS PELICANS,v orl, 118-98,25:50,   14pt 2rb 5as 5st 2bl 2to 2trey 6-13fg
SG,"Oladipo, Victor^",36.6,$26,OKLAHOMA CITY THUNDER,@ gsw, 100-121,36:33,   20pt 3rb 2as 4st 1bl 2to 4trey 8-17fg
PG,"Jackson, Reggie^",36,$26,DETROIT PISTONS,v atl, 118-95,31:56,   26pt 5rb 4as 3to 2trey 10-20fg 4-4ft
SG,"Batum, Nicolas^",35.4,$33,CHARLOTTE HORNETS,v por, 107-85,33:40,   17pt 7rb 7as 2bl 5to 1trey 6-15fg 4-4ft
PG,"Collison, Darren^",34.9,$14,SACRAMENTO KINGS,v ind, 100-106,37:05,   11pt 2rb 9as 4st 4-8fg 3-4ft
SG,"Gordon, Eric",32.3,$20,HOUSTON ROCKETS,v mil, 111-92,32:28,   25pt 4rb 1to 7trey 9-20fg
SG,"Lee, Courtney",31.6,$11,NEW YORK KNICKS,@ bos, 117-106,38:06,   9pt 8rb 7as 1bl 1trey 4-8fg
SG,"Bullock, Reggie^",29.2,$10,DETROIT PISTONS,v atl, 118-95,36:08,   15pt 6rb 4as 1st 2to 2trey 6-11fg 1-2ft
PG,"McConnell, T.J.^",29,$16,PHILADELPHIA 76ERS,v tor, 94-89,28:34,   10pt 5rb 8as 1st 1to 4-6fg 2-2ft
SG,"McCollum, C.J.^",28.9,$39,PORTLAND TRAIL BLAZERS,@ cha, 85-107,32:14,   18pt 2rb 1as 4st 1bl 4to 2trey 7-18fg 2-2ft
PG,"Conley, Mike^",28.6,$33,MEMPHIS GRIZZLIES,@ was, 101-104,30:35,   20pt 3rb 6as 5to 2trey 5-13fg 8-9ft
SG,"Brogdon, Malcolm^",28.1,$18,MILWAUKEE BUCKS,@ hou, 92-111,34:56,   7pt 8rb 8as 1st 3to 1trey 3-12fg
PG,"Galloway, Langston",28.1,$10,NEW ORLEANS PELICANS,v orl, 118-98,31:11,   18pt 3rb 3as 4trey 5-8fg 4-5ft
SG,"Thompson, Klay^",27.8,$29,GOLDEN STATE WARRIORS,v okc, 121-100,29:52,   14pt 4rb 3as 1st 1bl 1to 3trey 5-12fg 1-2ft
