position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Westbrook, Russell^",54.1,$56,OKLAHOMA CITY THUNDER,v det, 106-88,37:19,   17pt 13rb 15as 1st 1bl 5to 8-22fg 1-2ft
PG,"Curry, Stephen^",52.6,$48,GOLDEN STATE WARRIORS,v min, 115-102,37:10,   34pt 8rb 6as 2st 6to 4trey 13-19fg 4-4ft
PG,"Rose, Derrick^",47.1,$25,NEW YORK KNICKS,@ cha, 102-107,34:09,   18pt 8rb 8as 2st 2bl 1to 1trey 6-20fg 5-6ft
SG,"Beal, Bradley^",45.2,$28,WASHINGTON WIZARDS,v sas, 100-112,38:03,   25pt 6rb 5as 2st 3trey 11-23fg
SG,"Waiters, Dion^",44,$16,MIAMI HEAT,v mem, 107-110,36:27,   28pt 5rb 6as 1to 4trey 10-19fg 4-6ft
PG,"Walker, Kemba^",42.9,$43,CHARLOTTE HORNETS,v nyk, 107-102,40:00,   28pt 2rb 3as 1st 3bl 1to 2trey 9-21fg 8-11ft
SG,"LaVine, Zach^",39.6,$27,MINNESOTA TIMBERWOLVES,@ gsw, 102-115,39:20,   31pt 3rb 3as 1st 4to 5trey 13-24fg
SG,"Thompson, Klay^",35.2,$29,GOLDEN STATE WARRIORS,v min, 115-102,38:10,   23pt 6rb 2as 1st 2to 4trey 9-17fg 1-2ft
PG,"Conley, Mike^",35.1,$27,MEMPHIS GRIZZLIES,@ mia, 110-107,34:20,   21pt 3rb 7as 1to 2trey 6-13fg 7-7ft
SG,"Oladipo, Victor^",31.7,$26,OKLAHOMA CITY THUNDER,v det, 106-88,32:45,   18pt 6rb 2as 1st 3trey 6-10fg 3-6ft
PG,"Wall, John^",30.1,$46,WASHINGTON WIZARDS,v sas, 100-112,37:07,   21pt 3rb 5as 1st 4to 8-16fg 5-7ft
PG,"Jennings, Brandon",29.2,$10,NEW YORK KNICKS,@ cha, 102-107,25:04,   12pt 1rb 4as 5st 1to 2trey 5-10fg 0-1ft
SG,"Allen, Tony^",27.6,$10,MEMPHIS GRIZZLIES,@ mia, 110-107,34:07,   11pt 8rb 2as 1st 1bl 4-9fg 3-4ft
SG,"Simmons, Jonathon",26.7,$10,SAN ANTONIO SPURS,@ was, 112-100,22:54,   15pt 1rb 4as 2st 1bl 2to 1trey 5-6fg 4-4ft
SG,"Richardson, Josh^",25.6,$16,MIAMI HEAT,v mem, 107-110,29:24,   15pt 3rb 5as 2to 3trey 5-12fg 2-2ft
SG,"Morrow, Anthony",25.2,$10,OKLAHOMA CITY THUNDER,v det, 106-88,26:24,   21pt 1rb 1as 3trey 8-12fg 2-2ft
SG,"Williams, Troy^",24.6,$10,MEMPHIS GRIZZLIES,@ mia, 110-107,35:13,   18pt 3rb 2as 1to 2trey 6-12fg 4-6ft
PG,"Parker, Tony^",23.2,$12,SAN ANTONIO SPURS,@ was, 112-100,27:28,   20pt 1rb 3as 3to 1trey 8-13fg 3-3ft
PG,"Mills, Patty",23.1,$12,SAN ANTONIO SPURS,@ was, 112-100,19:25,   13pt 3rb 4as 1to 3trey 4-7fg 2-2ft
SG,"Lee, Courtney^",22.9,$10,NEW YORK KNICKS,@ cha, 102-107,30:22,   14pt 2rb 3as 4trey 5-9fg
SG,"McGruder, Rodney^",20.3,$10,MIAMI HEAT,v mem, 107-110,33:32,   11pt 4rb 2as 1bl 1to 1trey 5-10fg
PG,"Johnson, Tyler",19.3,$19,MIAMI HEAT,v mem, 107-110,28:40,   12pt 4rb 1as 1bl 2to 2trey 3-7fg 4-5ft
PG,"Smith, Ishmael^",18.7,$20,DETROIT PISTONS,@ okc, 88-106,30:50,   14pt 1rb 3as 1to 6-11fg 2-2ft
PG,"Rubio, Ricky^",17.9,$27,MINNESOTA TIMBERWOLVES,@ gsw, 102-115,28:59,   6pt 2rb 7as 1to 2-5fg 2-2ft
SG,"Holiday, Justin",17.3,$10,NEW YORK KNICKS,@ cha, 102-107,18:20,   5pt 4rb 4as 1st 1to 1trey 2-7fg
SG,"Green, Danny^",17,$11,SAN ANTONIO SPURS,@ was, 112-100,27:24,   6pt 5rb 2as 1bl 1to 2trey 2-4fg
PG,"Sessions, Ramon",14.4,$10,CHARLOTTE HORNETS,v nyk, 107-102,15:26,   9pt 2rb 3as 2to 1trey 2-3fg 4-7ft
SG,"Caldwell-Pope, Kentavious^",13.4,$21,DETROIT PISTONS,@ okc, 88-106,34:02,   10pt 2rb 1st 1to 4-13fg 2-2ft
PG,"Harrison, Andrew",12.9,$10,MEMPHIS GRIZZLIES,@ mia, 110-107,24:09,   6pt 2rb 1as 1st 1bl 1to 0-2fg 6-8ft
PG,"Udrih, Beno",11.4,$10,DETROIT PISTONS,@ okc, 88-106,17:10,   6pt 2rb 2as 3-3fg
SG,"Thornton, Marcus",10.8,$10,WASHINGTON WIZARDS,v sas, 100-112,14:42,   2pt 4rb 2as 1st 1to 1-3fg
PG,"Jones, Tyus",9.9,$10,MINNESOTA TIMBERWOLVES,@ gsw, 102-115,13:00,   5pt 2rb 2as 1to 1trey 2-2fg
PG,"Burke, Trey",9.5,$10,WASHINGTON WIZARDS,v sas, 100-112,9:19,   8pt 1as 4-7fg
SG,"Belinelli, Marco",9.4,$10,CHARLOTTE HORNETS,v nyk, 107-102,19:30,   5pt 2rb 1as 1trey 2-5fg
PG,"Satoransky, Tomas",8.7,$10,WASHINGTON WIZARDS,v sas, 100-112,11:47,   0pt 1rb 3as 2st 1to 0-3fg
PG,"Livingston, Shaun",8.1,$10,GOLDEN STATE WARRIORS,v min, 115-102,23:18,   4pt 3rb 1as 1to 2-7fg
SG,"McCaw, Patrick",6.4,$10,GOLDEN STATE WARRIORS,v min, 115-102,13:25,   2pt 2rb 1st 1-1fg
PG,"Dunn, Kris",6.4,$11,MINNESOTA TIMBERWOLVES,@ gsw, 102-115,9:45,   2pt 2rb 1st 1-2fg
SG,"Anderson, Kyle",4.2,$10,SAN ANTONIO SPURS,@ was, 112-100,8:58,   3pt 1rb 1-1fg 1-2ft
SG,"Hilliard, Darrun",3.2,$10,DETROIT PISTONS,@ okc, 88-106,11:49,   2pt 1rb 1-3fg
SG,"Rush, Brandon",1.5,$10,MINNESOTA TIMBERWOLVES,@ gsw, 102-115,4:56,   0pt 1as 0-1fg
PG,"Christon, Semaj",1.5,$10,OKLAHOMA CITY THUNDER,v det, 106-88,3:42,   0pt 1as 0-2fg
PG,"Forbes, Bryn",1.2,$10,SAN ANTONIO SPURS,@ was, 112-100,1:07,   0pt 1rb
SG,"Vujacic, Sasha",1.2,$10,NEW YORK KNICKS,@ cha, 102-107,6:07,   0pt 1rb 0-2fg
PG,"Murray, Dejounte",0,$10,SAN ANTONIO SPURS,@ was, 112-100,1:07,   0pt 0-2ft
PG,"Laprovittola, Nicolas",0,$10,SAN ANTONIO SPURS,@ was, 112-100,1:07,   0pt
SG,"McClellan, Sheldon",0,$10,WASHINGTON WIZARDS,v sas, 100-112,1:07,   0pt
PG,"Roberts, Brian",0,$10,CHARLOTTE HORNETS,v nyk, 107-102,5:41,   0pt 0-1fg
SG,"Abrines, Alex",0,$10,OKLAHOMA CITY THUNDER,v det, 106-88,00:49,   0pt
SG,"Baker, Ron",0,$10,NEW YORK KNICKS,@ cha, 102-107,DNP,   
