position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Curry, Stephen^",48.5,$47,GOLDEN STATE WARRIORS,@ uta, 121-95,35:21,   30pt 5rb 7as 1bl 2to 4trey 9-15fg 8-8ft
PG,"Mack, Shelvin^",26,$10,UTAH JAZZ,v gsw, 95-121,23:54,   18pt 5rb 2as 2to 2trey 6-11fg 4-4ft
SG,"Thompson, Klay^",24.4,$32,GOLDEN STATE WARRIORS,@ uta, 121-95,32:33,   21pt 2rb 1as 2st 5to 1trey 9-16fg 2-2ft
PG,"Exum, Dante",23.1,$10,UTAH JAZZ,v gsw, 95-121,31:32,   15pt 3rb 2as 1st 1to 1trey 5-14fg 4-4ft
SG,"Ingles, Joe^",22.8,$13,UTAH JAZZ,v gsw, 95-121,25:29,   7pt 4rb 3as 4st 2to 1trey 3-6fg
PG,"Livingston, Shaun",14.6,$10,GOLDEN STATE WARRIORS,@ uta, 121-95,16:58,   6pt 3rb 2as 1bl 3-4fg
SG,"Clark, Ian",8,$10,GOLDEN STATE WARRIORS,@ uta, 121-95,6:00,   8pt 2-2fg 4-4ft
PG,"Neto, Raul",6.6,$10,UTAH JAZZ,v gsw, 95-121,12:22,   4pt 3rb 1to 1-2fg 2-2ft
SG,"Hood, Rodney",4.9,$11,UTAH JAZZ,v gsw, 95-121,14:20,   2pt 2rb 1as 1to 1-5fg 0-2ft
SG,"McCaw, Patrick",1.2,$10,GOLDEN STATE WARRIORS,@ uta, 121-95,3:53,   0pt 1rb 0-2fg
SG,"Burks, Alec",0,$10,UTAH JAZZ,v gsw, 95-121,NA,   
PG,"Hill, George",0,$23,UTAH JAZZ,v gsw, 95-121,NA,   
PF,"Green, Draymond^",50,$38,GOLDEN STATE WARRIORS,@ uta, 121-95,35:19,   17pt 10rb 11as 2st 1to 3trey 5-11fg 4-4ft
PF,"Hayward, Gordon^",40.5,$39,UTAH JAZZ,v gsw, 95-121,38:44,   25pt 5rb 3as 2st 1to 4trey 8-21fg 5-6ft
SF,"Durant, Kevin^",33.7,$48,GOLDEN STATE WARRIORS,@ uta, 121-95,30:02,   18pt 6rb 5as 2trey 7-14fg 2-3ft
SF,"Iguodala, Andre",13.3,$16,GOLDEN STATE WARRIORS,@ uta, 121-95,21:49,   7pt 4rb 1st 1to 1trey 2-4fg 2-4ft
SF,"Johnson, Joe",9.9,$19,UTAH JAZZ,v gsw, 95-121,26:08,   6pt 2rb 1as 2-8fg 2-2ft
PF,"West, David",7.1,$11,GOLDEN STATE WARRIORS,@ uta, 121-95,10:09,   0pt 3rb 1as 1st 0-4fg
PF,"McAdoo, James Michael",4.4,$10,GOLDEN STATE WARRIORS,@ uta, 121-95,3:53,   0pt 2rb 1bl
SF,"Barnes, Matt",4.1,$10,GOLDEN STATE WARRIORS,@ uta, 121-95,13:43,   0pt 3rb 1as 1to 0-1fg
PF,"Diaw, Boris^",3.5,$10,UTAH JAZZ,v gsw, 95-121,15:38,   0pt 1as 1bl 0-2fg
PF,"Bolomboy, Joel",3.2,$10,UTAH JAZZ,v gsw, 95-121,3:42,   0pt 1rb 1bl 0-1fg
PF,"Lyles, Trey",1.2,$10,UTAH JAZZ,v gsw, 95-121,3:53,   0pt 1rb 0-3fg
PF,"Looney, Kevon",0,$10,GOLDEN STATE WARRIORS,@ uta, 121-95,NA,   
C,"Gobert, Rudy^",28.6,$34,UTAH JAZZ,v gsw, 95-121,32:48,   12pt 13rb 1bl 1to 5-11fg 2-6ft
C,"McGee, JaVale",15.6,$10,GOLDEN STATE WARRIORS,@ uta, 121-95,11:11,   12pt 3rb 5-6fg 2-2ft
C,"Pachulia, Zaza^",14.6,$10,GOLDEN STATE WARRIORS,@ uta, 121-95,19:09,   2pt 8rb 2st 1to 1-5fg
C,"Favors, Derrick",11.6,$16,UTAH JAZZ,v gsw, 95-121,11:30,   6pt 3rb 1bl 2-5fg 2-2ft
C,"Withey, Jeff",0,$10,UTAH JAZZ,v gsw, 95-121,DNP,   
C,"Jones, Damian",0,$10,GOLDEN STATE WARRIORS,@ uta, 121-95,NA,   
