position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Lowry, Kyle^",52,$42,TORONTO RAPTORS,v orl, 113-114,38:23,   33pt 5rb 8as 1st 4to 6trey 9-18fg 9-12ft
PG,"Wall, John^",50.7,$48,WASHINGTON WIZARDS,@ nor, 107-94,37:05,   18pt 1rb 19as 2st 1bl 3to 8-19fg 2-4ft
PG,"Westbrook, Russell^",49.9,$62,OKLAHOMA CITY THUNDER,@ cle, 91-107,34:19,   20pt 12rb 10as 1st 1bl 4to 1trey 7-26fg 5-8ft
PG,"Holiday, Jrue^",49.3,$26,NEW ORLEANS PELICANS,v was, 94-107,38:54,   26pt 4rb 11as 1st 2to 4trey 11-19fg
PG,"Irving, Kyrie^",48.6,$39,CLEVELAND CAVALIERS,v okc, 107-91,34:43,   29pt 3rb 10as 1st 2to 2trey 12-22fg 3-3ft
PG,"Teague, Jeff^",46.1,$32,INDIANA PACERS,v hou, 120-101,36:12,   17pt 3rb 15as 2st 1bl 3to 5-10fg 7-7ft
SG,"Curry, Seth^",45.5,$13,DALLAS MAVERICKS,@ sas, 105-101,36:56,   24pt 10rb 5as 1st 2to 4trey 10-20fg
PG,"Schroder, Dennis^",44.8,$27,ATLANTA HAWKS,v nyk, 142-139,54:42,   23pt 4rb 15as 6to 1trey 9-25fg 4-7ft
SG,"Thompson, Klay^",42.2,$29,GOLDEN STATE WARRIORS,@ por, 113-111,35:17,   27pt 6rb 2as 1st 1bl 2trey 6-21fg 13-15ft
SG,"McCollum, C.J.^",41.4,$37,PORTLAND TRAIL BLAZERS,v gsw, 111-113,38:18,   28pt 7rb 3as 1st 4to 5trey 10-16fg 3-4ft
PG,"Jennings, Brandon^",41.1,$10,NEW YORK KNICKS,@ atl, 139-142,53:15,   18pt 3rb 11as 1st 1to 4trey 5-15fg 4-6ft
SG,"DeRozan, DeMar^",38.4,$42,TORONTO RAPTORS,v orl, 113-114,36:15,   22pt 7rb 6as 1to 6-18fg 10-11ft
SG,"Hardaway Jr., Tim^",38,$11,ATLANTA HAWKS,v nyk, 142-139,57:52,   19pt 5rb 8as 1st 1to 5-20fg 9-12ft
SG,"Lee, Courtney^",37.3,$10,NEW YORK KNICKS,@ atl, 139-142,52:17,   17pt 9rb 2as 2st 1bl 1to 3trey 6-16fg 2-2ft
SG,"Beal, Bradley^",36.7,$28,WASHINGTON WIZARDS,@ nor, 107-94,38:50,   27pt 6rb 2as 1st 4to 3trey 11-16fg 2-3ft
PG,"McConnell, T.J.^",35.8,$16,PHILADELPHIA 76ERS,@ chi, 108-121,36:37,   14pt 4rb 12as 1bl 3to 7-14fg
SG,"Bazemore, Kent^",35.8,$13,ATLANTA HAWKS,v nyk, 142-139,49:40,   24pt 9rb 1to 4trey 9-15fg 2-2ft
PG,"Lillard, Damian^",33.4,$43,PORTLAND TRAIL BLAZERS,v gsw, 111-113,36:02,   19pt 2rb 8as 1st 3to 2trey 6-14fg 5-5ft
PG,"Payton, Elfrid^",32.8,$26,ORLANDO MAGIC,@ tor, 114-113,35:32,   11pt 4rb 10as 1st 1bl 2to 4-13fg 3-4ft
SG,"Holiday, Justin",32.3,$10,NEW YORK KNICKS,@ atl, 139-142,36:03,   15pt 9rb 2as 1st 1to 5trey 5-15fg
SG,"Wade, Dwyane^",32.2,$27,CHICAGO BULLS,v phi, 121-108,26:17,   14pt 6rb 6as 3st 4to 6-12fg 2-2ft
SG,"Harden, James^",32,$62,HOUSTON ROCKETS,@ ind, 101-120,31:49,   15pt 5rb 8as 3st 8to 2trey 3-17fg 7-7ft
PG,"Rondo, Rajon",31.5,$15,CHICAGO BULLS,v phi, 121-108,21:11,   8pt 5rb 10as 1bl 1trey 2-9fg 3-4ft
SG,"Oladipo, Victor^",30.9,$22,OKLAHOMA CITY THUNDER,@ cle, 91-107,37:46,   17pt 7rb 4as 1to 1trey 6-18fg 4-5ft
PG,"Augustin, D.J.",29.4,$10,ORLANDO MAGIC,@ tor, 114-113,28:52,   21pt 2rb 3as 1st 2to 3trey 7-10fg 4-5ft
SG,"Ross, Terrence",26.7,$10,TORONTO RAPTORS,v orl, 113-114,28:25,   17pt 1rb 1as 3st 1to 4trey 6-10fg 1-1ft
SG,"Stauskas, Nik^",25.2,$10,PHILADELPHIA 76ERS,@ chi, 108-121,33:19,   15pt 1rb 3as 1st 1bl 1to 3trey 6-14fg
SG,"Shumpert, Iman^",24.6,$10,CLEVELAND CAVALIERS,v okc, 107-91,33:38,   16pt 3rb 1as 1st 1to 5trey 5-11fg 1-2ft
SG,"Green, Danny^",23.8,$10,SAN ANTONIO SPURS,v dal, 101-105,30:38,   7pt 4rb 5as 2bl 1trey 3-6fg
SG,"Robinson III, Glenn",22.2,$10,INDIANA PACERS,v hou, 120-101,21:08,   14pt 6rb 2trey 6-8fg
SG,"Ginobili, Manu",22,$10,SAN ANTONIO SPURS,v dal, 101-105,23:47,   10pt 5rb 3as 1st 2to 3trey 3-7fg 1-4ft
PG,"Beverley, Patrick^",21.8,$21,HOUSTON ROCKETS,@ ind, 101-120,32:52,   7pt 4rb 5as 1st 1bl 2to 1trey 2-8fg 2-2ft
PG,"Payne, Cameron",21.8,$10,OKLAHOMA CITY THUNDER,@ cle, 91-107,20:18,   8pt 4rb 2as 2st 1bl 1to 2trey 3-11fg
PG,"Parker, Tony^",21,$13,SAN ANTONIO SPURS,v dal, 101-105,22:37,   16pt 4as 1to 8-12fg 0-1ft
SG,"Gordon, Eric",20.2,$22,HOUSTON ROCKETS,@ ind, 101-120,26:13,   14pt 1rb 3as 1bl 2to 1trey 4-11fg 5-7ft
PG,"Watson, C.J.^",18.7,$10,ORLANDO MAGIC,@ tor, 114-113,33:47,   15pt 1rb 1as 1st 1to 5-8fg 5-5ft
SG,"Zipser, Paul",18.1,$10,CHICAGO BULLS,v phi, 121-108,29:25,   13pt 3rb 3trey 5-8fg
PG,"Mills, Patty",17.6,$11,SAN ANTONIO SPURS,v dal, 101-105,21:31,   6pt 8rb 2as 1to 3-10fg
PG,"Harris, Devin",12.7,$10,DALLAS MAVERICKS,@ sas, 105-101,19:01,   7pt 1rb 2as 1st 1to 1trey 2-6fg 2-2ft
SG,"Crabbe, Allen",12.5,$10,PORTLAND TRAIL BLAZERS,v gsw, 111-113,22:16,   8pt 1as 2st 1to 4-7fg
PG,"Delaney, Malcolm",12.4,$10,ATLANTA HAWKS,v nyk, 142-139,22:09,   4pt 2rb 2as 2st 1to 1-6fg 2-2ft
SG,"Baker, Ron",12.2,$10,NEW YORK KNICKS,@ atl, 139-142,16:11,   8pt 1rb 2as 1to 2trey 3-4fg
PG,"Livingston, Shaun^",11.7,$10,GOLDEN STATE WARRIORS,@ por, 113-111,23:11,   6pt 1rb 3as 1st 2to 3-6fg
PG,"Galloway, Langston",11.4,$10,NEW ORLEANS PELICANS,v was, 94-107,11:09,   6pt 2rb 1st 2trey 2-4fg
SG,"Oubre, Kelly",10.4,$10,WASHINGTON WIZARDS,@ nor, 107-94,24:29,   2pt 7rb 1-4fg
PG,"Burke, Trey",9,$10,WASHINGTON WIZARDS,@ nor, 107-94,10:55,   5pt 3as 1to 1trey 2-5fg
SG,"Ellis, Monta",8.9,$10,INDIANA PACERS,v hou, 120-101,15:51,   0pt 2rb 5as 1to 0-3fg
SG,"Clark, Ian",7.9,$10,GOLDEN STATE WARRIORS,@ por, 113-111,12:31,   2pt 2rb 3as 1to 0-1fg 2-2ft
SG,"Brown, Bobby",7,$10,HOUSTON ROCKETS,@ ind, 101-120,2:33,   6pt 2trey 2-3fg
PG,"Joseph, Cory",6.7,$10,TORONTO RAPTORS,v orl, 113-114,18:04,   3pt 1rb 1st 1trey 1-6fg
PG,"Grant, Jerian^",6.5,$10,CHICAGO BULLS,v phi, 121-108,17:06,   5pt 1bl 1to 1trey 2-4fg
SG,"Rudez, Damjan",6.2,$10,ORLANDO MAGIC,@ tor, 114-113,7:19,   3pt 1rb 1as 1trey 1-2fg
PG,"Brooks, Aaron",4.7,$10,INDIANA PACERS,v hou, 120-101,11:48,   2pt 1rb 1as 1-3fg
SG,"McCaw, Patrick",4.7,$10,GOLDEN STATE WARRIORS,@ por, 113-111,19:50,   3pt 1rb 1trey 1-2fg
SG,"Korver, Kyle",4.7,$10,CLEVELAND CAVALIERS,v okc, 107-91,16:27,   3pt 1rb 1trey 1-7fg
SG,"Moore, E'Twaun",4.2,$10,NEW ORLEANS PELICANS,v was, 94-107,22:28,   0pt 1rb 2as 0-3fg
SG,"Liggins, DeAndre",4.2,$10,CLEVELAND CAVALIERS,v okc, 107-91,2:11,   0pt 1rb 1st 1bl 1to 0-1fg
SG,"Anderson, Kyle",4.1,$10,SAN ANTONIO SPURS,v dal, 101-105,14:02,   0pt 3rb 1as 1to 0-1fg
PG,"Rodriguez, Sergio",4,$11,PHILADELPHIA 76ERS,@ chi, 108-121,6:16,   3pt 1as 1to 1trey 1-2fg
SG,"Luwawu, Timothe",3.7,$10,PHILADELPHIA 76ERS,@ chi, 108-121,14:10,   2pt 1rb 1as 1to 1-4fg
PG,"Ennis, Tyler",3.5,$10,HOUSTON ROCKETS,@ ind, 101-120,2:33,   2pt 1as 1-1fg
SG,"Singler, Kyle",3.4,$10,OKLAHOMA CITY THUNDER,@ cle, 91-107,15:46,   2pt 2rb 1to 1-5fg
SG,"Henderson, Gerald",2.9,$10,PHILADELPHIA 76ERS,@ chi, 108-121,8:37,   0pt 2rb 1as 1to 0-3fg
SG,"Jones, James",2,$10,CLEVELAND CAVALIERS,v okc, 107-91,10:47,   2pt 1-2fg
PG,"Satoransky, Tomas",1.5,$10,WASHINGTON WIZARDS,@ nor, 107-94,9:10,   0pt 1as
SG,"Abrines, Alex",1.5,$10,OKLAHOMA CITY THUNDER,@ cle, 91-107,7:40,   0pt 1as 0-1fg
