position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Russell, D'Angelo^",61.6,$28,BROOKLYN NETS,v phi, 125-127,34:28,   38pt 8rb 8as 1bl 1to 2trey 16-28fg 4-4ft
PG,"Wade, Dwyane",50,$13,MIAMI HEAT,@ tor, 115-125,34:06,   35pt 5rb 6as 1bl 3to 4trey 13-22fg 5-7ft
PG,"Conley, Mike^",47.3,$29,MEMPHIS GRIZZLIES,v nyk, 98-103,38:40,   23pt 4rb 11as 1st 2trey 8-24fg 5-6ft
PG,"Walker, Kemba^",46.5,$42,CHARLOTTE HORNETS,@ atl, 123-124,33:50,   22pt 5rb 9as 1st 1bl 1to 4trey 7-23fg 4-4ft
SG,"Booker, Devin^",45.3,$36,PHOENIX SUNS,@ det, 107-118,37:22,   37pt 4rb 5as 4to 3trey 14-24fg 6-6ft
PG,"Simmons, Ben^",44.5,$40,PHILADELPHIA 76ERS,@ bkn, 127-125,38:14,   13pt 5rb 9as 3st 2bl 3to 5-13fg 3-6ft
PG,"Lillard, Damian^",40.2,$43,PORTLAND TRAIL BLAZERS,v lac, 100-104,41:01,   30pt 6rb 4as 3to 3trey 12-27fg 3-4ft
PG,"Rubio, Ricky^",39.9,$23,UTAH JAZZ,@ sac, 133-112,26:44,   27pt 7rb 5as 3to 2trey 11-16fg 3-4ft
PG,"Dinwiddie, Spencer",39.1,$20,BROOKLYN NETS,v phi, 125-127,28:45,   31pt 3rb 5as 3to 4trey 11-15fg 5-6ft
PG,"Jackson, Reggie^",38.4,$18,DETROIT PISTONS,v pho, 118-107,31:16,   19pt 2rb 8as 2st 1to 4trey 6-20fg 3-3ft
SG,"Bazemore, Kent",35.3,$18,ATLANTA HAWKS,v cha, 124-123,24:50,   20pt 4rb 5as 1bl 2trey 9-11fg
SG,"Lamb, Jeremy^",33.1,$20,CHARLOTTE HORNETS,@ atl, 123-124,29:48,   13pt 8rb 3as 2st 2trey 5-11fg 1-2ft
PG,"Young, Trae^",31.9,$22,ATLANTA HAWKS,v cha, 124-123,29:48,   18pt 2rb 5as 2st 1bl 5to 4trey 6-18fg 2-2ft
PG,"Burke, Trey",31.1,$14,NEW YORK KNICKS,@ mem, 103-98,29:17,   15pt 3rb 3as 2st 1bl 1to 1trey 3-15fg 8-8ft
PG,"Augustin, D.J.^",30.5,$10,ORLANDO MAGIC,@ lal, 108-104,29:03,   12pt 5rb 9as 1to 1trey 5-9fg 1-1ft
PG,"Mudiay, Emmanuel^",30.4,$13,NEW YORK KNICKS,@ mem, 103-98,23:28,   17pt 2rb 4as 1st 1bl 1to 2trey 5-12fg 5-5ft
SG,"Richardson, Josh^",29.5,$29,MIAMI HEAT,@ tor, 115-125,34:04,   19pt 5rb 1as 1st 3trey 6-19fg 4-6ft
SG,"Monk, Malik",29.4,$10,CHARLOTTE HORNETS,@ atl, 123-124,23:49,   26pt 2rb 1st 2to 7trey 9-15fg 1-1ft
SG,"McCollum, C.J.^",29.3,$25,PORTLAND TRAIL BLAZERS,v lac, 100-104,36:14,   18pt 9rb 1as 1to 2trey 8-21fg
SG,"Bogdanovic, Bogdan^",29.1,$11,SACRAMENTO KINGS,v uta, 112-133,33:51,   20pt 3rb 3as 1st 2to 2trey 6-14fg 6-6ft
PG,"Fox, De'Aaron^",28.9,$31,SACRAMENTO KINGS,v uta, 112-133,25:50,   13pt 2rb 3as 3st 1bl 3to 1trey 5-11fg 2-5ft
PG,"Lowry, Kyle^",28.4,$34,TORONTO RAPTORS,v mia, 125-115,34:39,   12pt 2rb 10as 1to 2trey 5-12fg
SG,"Ross, Terrence",27.7,$13,ORLANDO MAGIC,@ lal, 108-104,28:59,   16pt 6rb 1as 2st 3to 4trey 6-12fg
SG,"Turner, Evan",27,$13,PORTLAND TRAIL BLAZERS,v lac, 100-104,26:42,   17pt 5rb 2as 1bl 2to 7-14fg 3-3ft
SG,"Ingram, Brandon^",26.7,$23,LOS ANGELES LAKERS,v orl, 104-108,31:26,   17pt 6rb 1as 2st 5to 7-14fg 3-5ft
SG,"Hardaway Jr., Tim^",26.2,$28,NEW YORK KNICKS,@ mem, 103-98,38:25,   22pt 1rb 2as 3trey 6-16fg 7-7ft
PG,"Ball, Lonzo^",26,$19,LOS ANGELES LAKERS,v orl, 104-108,28:34,   9pt 10rb 2as 1bl 1to 1trey 4-9fg
SG,"Caldwell-Pope, Kentavious",25.9,$10,LOS ANGELES LAKERS,v orl, 104-108,27:16,   5pt 2rb 1as 5st 1bl 1to 1trey 1-7fg 2-2ft
SG,"Redick, J.J.^",24.8,$20,PHILADELPHIA 76ERS,@ bkn, 127-125,32:39,   15pt 4rb 2as 1bl 1to 1trey 5-14fg 4-4ft
SG,"Bradley, Avery^",23.8,$10,LOS ANGELES CLIPPERS,@ por, 104-100,33:33,   4pt 4rb 2as 3st 1bl 2-11fg 0-1ft
