team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,31,89,3,16,7,17,15,32,15,4,6,11,15
BOSTON CELTICS,240,33,70,5,13,20,22,5,44,21,7,3,15,18
INDIANA PACERS,265,37,83,6,15,24,28,14,40,23,4,10,15,16
HOUSTON ROCKETS,265,44,101,9,21,5,10,18,26,25,8,7,8,23
GOLDEN STATE WARRIORS,240,44,90,11,21,13,15,8,21,31,9,5,5,23
LOS ANGELES LAKERS,240,44,82,10,19,22,31,15,35,31,4,7,15,17
CHICAGO BULLS,240,30,91,8,24,10,15,18,30,17,10,2,12,14
OKLAHOMA CITY THUNDER,240,36,74,4,9,16,17,3,37,20,6,9,13,15
DENVER NUGGETS,240,40,72,8,19,16,21,7,31,21,5,3,17,22
ORLANDO MAGIC,240,37,88,8,32,19,25,18,23,15,6,3,10,15
NEW ORLEANS HORNETS,240,32,77,4,9,7,9,9,28,18,11,1,18,21
PHOENIX SUNS,240,35,71,3,15,19,21,9,34,21,6,4,19,15
MINNESOTA TIMBERWOLVES,240,36,78,5,21,29,35,8,28,16,7,4,8,19
PORTLAND TRAIL BLAZERS,240,46,88,9,28,18,20,13,31,22,3,4,10,21
WASHINGTON WIZARDS,240,34,71,8,20,16,20,6,25,25,2,4,13,22
TORONTO RAPTORS,240,37,77,4,17,21,23,12,31,22,8,3,10,22
