team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,35,93,6,29,10,14,15,42,18,3,6,14,17
ATLANTA HAWKS,240,36,83,7,21,14,17,5,35,26,10,7,9,17
CHARLOTTE HORNETS,240,38,83,5,16,7,14,5,32,22,4,5,10,14
CLEVELAND CAVALIERS,240,38,83,9,24,12,17,8,35,28,10,5,10,14
LOS ANGELES LAKERS,240,29,88,10,26,23,29,11,27,14,10,5,9,20
INDIANA PACERS,240,40,83,7,17,23,27,11,42,21,7,2,13,20
DETROIT PISTONS,240,35,83,8,27,13,22,17,24,23,10,3,17,19
LOS ANGELES CLIPPERS,240,43,80,12,24,15,20,12,29,35,9,3,14,21
BOSTON CELTICS,240,38,86,6,25,23,35,16,36,26,15,5,22,23
PHILADELPHIA 76ERS,240,33,93,4,28,17,21,16,32,19,11,9,22,28
MILWAUKEE BUCKS,240,35,73,8,16,18,22,5,28,23,10,1,21,27
PHOENIX SUNS,240,30,75,12,38,22,27,16,26,17,12,5,20,24
SAN ANTONIO SPURS,240,38,78,4,11,15,22,9,33,19,5,4,15,21
PORTLAND TRAIL BLAZERS,240,41,89,7,18,19,22,11,35,18,8,2,11,19
ORLANDO MAGIC,240,36,74,4,15,6,8,6,30,13,5,7,19,19
TORONTO RAPTORS,240,37,83,11,30,10,15,12,27,25,8,4,11,14
