team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,44,77,10,26,19,24,7,21,29,11,5,12,23
DALLAS MAVERICKS,240,34,85,9,27,29,32,21,29,20,6,1,16,16
PHOENIX SUNS,265,35,93,11,29,31,39,15,41,21,11,4,15,31
DENVER NUGGETS,265,38,99,5,28,26,37,17,39,17,10,6,12,26
CHARLOTTE BOBCATS,240,39,75,7,17,23,37,5,38,25,4,2,7,18
DETROIT PISTONS,240,39,98,5,16,13,23,16,36,20,6,3,7,24
ATLANTA HAWKS,240,37,77,12,26,12,19,12,32,26,9,3,22,22
INDIANA PACERS,240,39,79,9,23,21,26,6,30,23,11,7,13,17
SAN ANTONIO SPURS,240,44,88,9,20,16,21,12,36,26,5,4,17,28
LOS ANGELES CLIPPERS,240,35,81,6,21,27,38,9,29,19,11,6,12,20
NEW YORK KNICKS,240,35,85,6,27,17,20,14,25,15,8,5,12,23
MEMPHIS GRIZZLIES,240,37,75,6,12,18,24,10,28,20,5,7,13,22
ORLANDO MAGIC,240,40,80,11,25,9,16,7,30,26,8,8,14,24
MILWAUKEE BUCKS,240,35,82,12,26,22,30,12,31,25,8,4,10,15
CLEVELAND CAVALIERS,240,40,87,6,18,28,33,21,40,28,7,2,20,21
PHILADELPHIA 76ERS,240,31,87,5,22,18,27,18,26,17,6,2,17,24
TORONTO RAPTORS,240,42,74,7,16,12,15,2,27,25,9,5,15,25
WASHINGTON WIZARDS,240,38,81,4,15,13,21,16,24,21,8,3,16,19
