team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,40,88,5,26,17,25,15,35,19,8,3,17,21
BOSTON CELTICS,240,34,91,8,31,22,28,14,31,24,14,3,14,17
MIAMI HEAT,240,47,91,10,18,14,20,9,34,30,14,6,8,13
CHICAGO BULLS,240,38,81,8,21,12,15,7,32,27,7,6,18,14
DETROIT PISTONS,240,36,76,9,30,22,27,3,30,19,7,4,12,21
CHARLOTTE HORNETS,240,42,83,10,25,24,29,9,28,28,9,5,10,19
PORTLAND TRAIL BLAZERS,240,37,86,19,36,19,23,7,32,20,4,4,8,23
GOLDEN STATE WARRIORS,240,40,89,18,40,30,39,16,40,23,5,6,8,20
NEW YORK KNICKS,240,34,83,4,20,22,25,14,34,23,7,3,14,20
LOS ANGELES CLIPPERS,240,38,85,13,29,12,16,10,34,23,8,9,13,22
NEW ORLEANS PELICANS,265,42,96,7,24,23,34,15,43,23,6,6,17,27
MEMPHIS GRIZZLIES,265,47,96,6,14,21,32,10,40,27,14,7,10,26
MINNESOTA TIMBERWOLVES,240,37,86,7,21,18,21,6,31,22,12,7,12,23
OKLAHOMA CITY THUNDER,240,36,84,6,27,18,25,16,38,15,3,7,24,24
BROOKLYN NETS,240,33,87,5,17,18,22,11,30,22,8,4,12,14
PHILADELPHIA 76ERS,240,38,84,9,28,10,15,11,38,25,5,6,16,20
ORLANDO MAGIC,240,41,79,4,15,21,34,12,39,22,11,8,19,23
SACRAMENTO KINGS,240,35,88,8,25,22,25,12,25,23,9,4,17,22
WASHINGTON WIZARDS,240,35,80,7,24,16,22,6,23,20,9,1,14,28
UTAH JAZZ,240,38,67,9,16,29,38,4,38,15,10,4,18,19
