team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,35,79,4,14,22,29,11,29,22,4,7,9,22
CHARLOTTE BOBCATS,240,35,79,8,21,17,24,13,30,26,5,8,8,24
WASHINGTON WIZARDS,240,40,89,12,20,4,8,17,30,25,9,6,23,26
CHICAGO BULLS,240,34,76,9,23,26,34,12,28,24,9,10,14,14
INDIANA PACERS,240,36,79,10,25,17,17,7,35,21,5,7,13,25
CLEVELAND CAVALIERS,240,32,83,2,15,19,23,11,30,15,6,3,12,19
BOSTON CELTICS,265,45,78,7,12,19,26,3,29,32,12,5,14,21
MEMPHIS GRIZZLIES,265,44,83,2,9,20,24,9,29,20,9,5,17,23
TORONTO RAPTORS,240,37,82,5,19,21,29,13,31,17,5,4,11,29
MIAMI HEAT,240,40,79,3,10,26,36,11,27,18,5,2,9,22
GOLDEN STATE WARRIORS,240,28,82,10,22,6,10,11,31,18,10,4,15,23
MILWAUKEE BUCKS,240,28,83,6,16,17,21,19,39,15,8,9,18,14
ORLANDO MAGIC,240,32,77,8,25,19,26,13,30,18,4,4,9,14
NEW JERSEY NETS,240,35,71,8,18,12,15,2,29,15,3,5,12,21
PORTLAND TRAIL BLAZERS,240,33,81,4,17,17,19,13,25,15,6,7,13,24
NEW ORLEANS HORNETS,240,37,77,8,24,25,27,10,30,23,8,5,11,20
PHILADELPHIA 76ERS,240,34,82,4,9,21,24,8,30,13,5,6,15,21
SAN ANTONIO SPURS,240,41,85,8,18,26,31,10,37,21,10,5,13,19
