team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,35,78,5,15,16,19,8,25,22,5,8,18,25
CHICAGO BULLS,240,44,83,4,13,19,28,13,31,23,10,8,14,18
PORTLAND TRAIL BLAZERS,240,33,79,4,16,11,17,14,32,17,5,3,8,17
DALLAS MAVERICKS,240,33,77,8,22,10,13,12,34,22,3,2,13,16
DETROIT PISTONS,240,32,72,3,13,16,24,10,27,22,4,2,16,19
LOS ANGELES LAKERS,240,42,89,6,17,18,22,13,28,29,7,4,6,20
OKLAHOMA CITY THUNDER,240,39,76,5,13,22,25,3,28,18,8,8,14,25
MEMPHIS GRIZZLIES,240,43,84,2,7,22,30,12,30,23,9,5,14,20
MILWAUKEE BUCKS,240,29,73,5,12,26,34,7,27,14,8,4,9,25
MIAMI HEAT,240,33,74,4,12,31,37,12,35,14,8,7,13,22
SAN ANTONIO SPURS,240,44,82,5,18,22,30,10,27,18,5,3,16,18
NEW YORK KNICKS,240,50,91,8,27,20,23,10,28,26,9,4,6,17
ATLANTA HAWKS,240,40,78,8,18,20,24,10,37,23,6,3,19,19
SACRAMENTO KINGS,240,43,96,5,14,11,18,13,26,23,9,4,10,22
