team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE BOBCATS,240,33,70,4,10,21,38,12,40,14,8,9,18,19
CHICAGO BULLS,240,33,94,4,16,11,18,15,34,24,13,5,11,31
ATLANTA HAWKS,240,43,90,12,23,6,7,4,32,24,6,6,14,16
HOUSTON ROCKETS,240,45,84,16,29,17,22,4,36,30,10,5,9,11
MEMPHIS GRIZZLIES,240,31,82,3,11,18,24,18,26,17,10,5,16,22
INDIANA PACERS,240,28,70,12,25,20,24,11,27,21,9,9,18,19
PHOENIX SUNS,240,37,78,8,24,14,17,10,31,19,3,3,13,20
OKLAHOMA CITY THUNDER,240,44,87,5,15,21,24,14,29,23,6,7,5,15
MIAMI HEAT,265,40,85,6,21,26,35,9,24,24,9,3,7,17
ORLANDO MAGIC,265,42,88,8,23,18,22,18,32,24,5,4,16,24
BROOKLYN NETS,240,28,74,4,17,13,17,10,25,14,9,4,16,18
SAN ANTONIO SPURS,240,43,73,6,14,12,16,4,32,25,9,6,13,16
