team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,39,85,7,23,17,21,12,25,22,8,5,16,16
BOSTON CELTICS,240,48,85,8,17,8,13,5,35,19,9,1,15,21
ATLANTA HAWKS,240,34,79,1,8,16,20,10,27,16,3,7,14,15
CHARLOTTE BOBCATS,240,40,80,3,10,13,16,7,30,27,7,7,8,16
NEW JERSEY NETS,240,36,80,6,15,14,16,8,27,21,6,6,11,19
CHICAGO BULLS,240,34,79,7,21,22,27,15,30,23,3,9,13,20
WASHINGTON WIZARDS,240,39,90,4,12,11,15,17,27,24,11,10,16,25
CLEVELAND CAVALIERS,240,35,83,5,21,25,29,13,27,23,3,6,13,13
NEW ORLEANS HORNETS,240,34,79,6,14,15,17,5,30,23,7,1,13,28
DALLAS MAVERICKS,240,40,73,13,28,28,34,6,36,32,7,1,14,17
PORTLAND TRAIL BLAZERS,240,28,83,11,26,19,25,17,31,18,6,1,19,15
GOLDEN STATE WARRIORS,240,45,88,10,23,10,15,9,32,33,15,7,11,21
MEMPHIS GRIZZLIES,240,36,84,7,15,24,28,13,26,25,8,4,21,24
LOS ANGELES CLIPPERS,240,44,81,3,15,19,27,12,25,36,16,7,17,26
HOUSTON ROCKETS,240,42,84,12,31,25,32,12,36,32,5,3,15,18
MINNESOTA TIMBERWOLVES,240,41,92,4,13,16,21,12,30,20,9,2,15,22
MILWAUKEE BUCKS,265,40,88,7,18,23,27,8,26,22,15,6,13,15
OKLAHOMA CITY THUNDER,265,42,88,8,20,14,18,13,39,26,9,7,23,20
INDIANA PACERS,240,27,88,9,25,11,16,9,26,16,11,1,17,23
ORLANDO MAGIC,240,32,73,8,26,20,25,12,43,17,8,4,28,18
DETROIT PISTONS,240,37,76,6,17,24,31,4,37,26,5,5,11,17
PHILADELPHIA 76ERS,240,39,91,8,24,14,16,9,31,27,6,6,8,22
SAN ANTONIO SPURS,240,35,82,5,21,28,37,12,39,19,2,4,8,25
PHOENIX SUNS,240,37,92,8,19,24,29,14,32,23,3,3,6,28
LOS ANGELES LAKERS,265,45,91,6,16,20,22,4,39,30,8,4,10,17
SACRAMENTO KINGS,265,45,99,7,24,11,19,16,37,24,5,6,12,20
MIAMI HEAT,240,37,81,13,26,10,14,13,27,20,6,1,14,18
TORONTO RAPTORS,240,28,64,1,8,22,34,10,23,16,8,8,17,15
DENVER NUGGETS,240,39,77,3,14,22,26,8,29,15,7,3,15,18
UTAH JAZZ,240,39,77,8,15,21,26,10,27,25,11,5,14,20
