team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,39,81,5,12,9,14,10,23,18,12,1,11,18
ATLANTA HAWKS,240,37,72,9,17,14,17,11,30,24,7,7,18,9
MEMPHIS GRIZZLIES,240,34,75,2,8,15,21,12,29,16,12,5,19,21
CHARLOTTE BOBCATS,240,32,79,3,9,13,18,11,27,18,4,4,21,17
NEW YORK KNICKS,240,35,83,12,33,8,15,11,21,26,7,6,12,17
CLEVELAND CAVALIERS,240,36,79,6,19,20,27,16,36,15,5,6,15,15
GOLDEN STATE WARRIORS,240,37,83,9,19,11,21,7,28,23,10,5,10,21
DALLAS MAVERICKS,240,38,81,3,19,25,26,13,39,19,9,5,18,16
OKLAHOMA CITY THUNDER,240,40,75,4,12,19,22,6,39,21,9,11,17,14
SACRAMENTO KINGS,240,38,93,5,16,11,18,17,25,20,8,7,12,17
LOS ANGELES LAKERS,240,33,76,6,14,25,30,10,19,19,9,4,12,14
SAN ANTONIO SPURS,240,47,77,10,15,17,18,11,31,27,9,5,16,22
