team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,42,95,8,38,9,13,9,44,34,10,6,15,18
ATLANTA HAWKS,240,36,101,9,39,10,15,15,44,24,9,4,16,14
NEW ORLEANS PELICANS,240,43,89,11,26,5,6,7,34,25,4,2,11,19
CLEVELAND CAVALIERS,240,43,90,10,24,11,15,9,36,22,6,2,10,14
MINNESOTA TIMBERWOLVES,240,35,83,8,25,15,17,6,38,14,10,6,9,13
DALLAS MAVERICKS,240,38,86,11,28,5,7,6,40,22,5,5,14,17
PHOENIX SUNS,240,41,84,12,32,9,13,8,38,23,8,5,17,21
HOUSTON ROCKETS,240,35,81,14,38,20,29,8,31,22,9,7,10,12
MILWAUKEE BUCKS,265,45,94,11,29,23,28,8,31,24,14,6,12,25
LOS ANGELES LAKERS,265,48,94,8,27,18,25,15,41,33,5,3,18,23
DENVER NUGGETS,265,49,94,10,30,18,21,12,46,27,4,5,15,24
OKLAHOMA CITY THUNDER,265,45,108,20,44,15,27,18,32,25,13,2,8,22
CHICAGO BULLS,240,30,84,14,41,16,23,11,42,16,11,7,16,17
ORLANDO MAGIC,240,31,94,7,39,13,14,12,43,16,11,5,12,18
LOS ANGELES CLIPPERS,240,36,89,4,13,20,35,11,35,13,5,5,10,16
PORTLAND TRAIL BLAZERS,240,41,95,8,30,15,16,13,37,30,9,10,10,25
MEMPHIS GRIZZLIES,240,39,81,9,23,10,15,7,26,24,8,4,13,21
UTAH JAZZ,240,40,74,12,31,15,26,7,31,24,7,5,15,19
