team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,30,95,5,30,18,25,17,38,12,6,4,11,22
GOLDEN STATE WARRIORS,240,32,78,5,18,20,27,8,41,21,7,10,16,19
SAN ANTONIO SPURS,240,36,88,5,20,7,8,14,33,24,11,4,15,20
HOUSTON ROCKETS,240,32,74,7,15,17,26,8,34,23,8,2,17,17
LOS ANGELES CLIPPERS,240,38,85,10,26,8,11,8,37,22,10,3,16,20
LOS ANGELES LAKERS,240,32,77,7,23,13,25,6,34,17,10,2,15,13
NEW ORLEANS PELICANS,265,36,90,6,20,10,11,7,38,19,10,3,17,20
MIAMI HEAT,265,35,88,6,26,18,27,11,46,19,10,5,17,15
CHICAGO BULLS,240,40,92,7,18,18,20,16,37,22,8,6,16,19
OKLAHOMA CITY THUNDER,240,37,96,6,24,16,23,18,30,20,12,3,13,15
