team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,37,84,6,23,14,17,9,34,26,6,9,17,20
BOSTON CELTICS,240,41,91,12,37,18,26,11,35,31,12,3,8,17
BROOKLYN NETS,240,28,86,3,33,14,18,10,38,17,8,3,18,16
CHICAGO BULLS,240,41,95,14,30,16,21,14,48,28,15,4,12,18
TORONTO RAPTORS,240,40,86,8,26,10,16,12,36,20,8,2,8,20
CLEVELAND CAVALIERS,240,28,76,10,37,17,24,10,32,20,5,7,15,14
LOS ANGELES LAKERS,240,41,93,4,17,8,14,11,29,23,13,2,18,22
GOLDEN STATE WARRIORS,240,41,90,12,36,15,22,14,40,26,14,8,20,17
MINNESOTA TIMBERWOLVES,240,48,91,11,23,11,15,10,39,37,7,3,15,15
HOUSTON ROCKETS,240,45,97,19,56,14,22,16,31,37,11,7,10,14
ATLANTA HAWKS,240,30,72,11,29,15,19,8,29,19,5,4,18,15
INDIANA PACERS,240,39,82,10,24,16,19,8,33,21,5,7,10,14
SACRAMENTO KINGS,240,40,81,5,11,10,14,7,30,27,2,1,10,18
LOS ANGELES CLIPPERS,240,43,83,10,28,19,25,11,32,29,4,6,6,15
DALLAS MAVERICKS,240,33,75,9,34,25,31,8,29,21,9,5,12,19
MEMPHIS GRIZZLIES,240,33,84,8,25,19,22,16,32,18,4,5,14,23
WASHINGTON WIZARDS,240,42,87,7,26,11,14,8,26,18,9,0,10,13
MIAMI HEAT,240,46,88,8,24,10,12,14,37,19,2,4,17,13
PHILADELPHIA 76ERS,240,46,93,7,23,14,20,16,22,21,10,4,12,25
NEW YORK KNICKS,240,41,83,9,22,23,32,17,26,17,5,7,19,18
DENVER NUGGETS,240,39,85,7,25,26,32,5,38,22,6,8,15,17
OKLAHOMA CITY THUNDER,240,43,101,8,25,11,17,14,37,20,10,8,12,24
DETROIT PISTONS,240,41,106,11,36,16,28,17,36,20,6,3,8,15
ORLANDO MAGIC,240,42,87,13,25,16,17,6,45,27,7,6,11,22
NEW ORLEANS PELICANS,240,40,90,8,24,15,21,11,31,20,13,3,11,17
PORTLAND TRAIL BLAZERS,240,41,85,13,30,5,13,14,39,22,4,2,23,18
SAN ANTONIO SPURS,240,39,86,8,21,11,13,15,27,16,12,2,15,17
UTAH JAZZ,240,39,77,10,26,13,20,7,29,24,10,5,16,16
