team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,33,76,0,10,15,20,9,31,15,3,3,14,10
ATLANTA HAWKS,240,39,88,8,18,5,11,14,30,21,5,2,8,21
NEW JERSEY NETS,240,30,68,5,16,22,27,8,25,15,5,2,15,18
BOSTON CELTICS,240,36,72,5,15,19,25,7,29,26,6,1,12,19
MINNESOTA TIMBERWOLVES,240,44,83,12,22,17,20,7,33,26,5,3,16,24
DALLAS MAVERICKS,240,35,82,9,19,29,35,14,28,20,9,5,14,22
DETROIT PISTONS,240,34,87,4,13,11,14,14,28,10,10,5,12,18
INDIANA PACERS,240,41,79,10,27,15,19,11,36,22,8,4,16,17
DENVER NUGGETS,240,48,84,15,22,15,21,8,33,25,9,4,13,21
LOS ANGELES LAKERS,240,44,98,8,26,17,20,18,30,17,10,2,12,21
HOUSTON ROCKETS,240,39,89,7,25,16,21,19,31,20,9,9,14,19
MEMPHIS GRIZZLIES,240,34,84,1,9,14,20,11,24,15,10,11,17,23
PHILADELPHIA 76ERS,240,38,79,6,13,19,25,11,35,19,8,7,14,21
NEW ORLEANS HORNETS,240,37,79,11,21,9,14,7,29,26,5,3,12,21
MILWAUKEE BUCKS,240,44,92,10,24,16,20,12,33,21,6,4,11,23
NEW YORK KNICKS,240,39,87,7,20,22,29,14,29,18,5,8,11,20
WASHINGTON WIZARDS,240,34,79,4,14,20,22,9,43,12,3,4,19,26
ORLANDO MAGIC,240,32,83,7,22,20,25,8,33,16,9,3,11,21
PHOENIX SUNS,240,38,78,7,22,31,39,11,33,18,7,4,10,30
SACRAMENTO KINGS,240,36,81,3,13,27,40,14,28,10,4,3,11,28
