team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DALLAS MAVERICKS,240,42,92,14,39,18,28,11,35,28,9,3,13,14
GOLDEN STATE WARRIORS,240,45,98,15,43,15,16,15,39,34,7,7,13,23
SAN ANTONIO SPURS,240,42,88,10,24,7,11,5,38,24,3,9,9,17
HOUSTON ROCKETS,240,37,95,19,54,15,21,19,39,22,4,3,9,18
DENVER NUGGETS,240,41,97,9,31,20,25,13,24,21,10,5,9,16
LOS ANGELES CLIPPERS,240,53,92,10,20,16,17,13,43,28,7,5,15,23
MILWAUKEE BUCKS,240,31,84,9,43,16,22,6,42,20,6,9,15,19
MIAMI HEAT,240,34,89,10,32,16,23,11,46,22,9,3,12,18
TORONTO RAPTORS,240,37,95,10,40,17,19,8,33,17,5,2,15,24
PHILADELPHIA 76ERS,240,46,85,8,24,26,35,4,49,33,10,7,11,21
OKLAHOMA CITY THUNDER,240,42,89,9,25,14,22,8,43,19,11,5,17,21
UTAH JAZZ,240,42,93,11,34,11,18,10,34,35,12,4,13,19
PHOENIX SUNS,315,55,115,11,35,25,33,19,31,30,14,7,14,28
WASHINGTON WIZARDS,315,56,111,13,36,24,27,17,36,40,6,5,22,26
