team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,31,74,3,16,17,23,9,32,17,3,3,15,21
BOSTON CELTICS,240,30,71,4,15,21,28,9,31,19,6,1,13,22
WASHINGTON WIZARDS,240,50,92,5,13,10,14,14,34,31,9,12,11,22
CLEVELAND CAVALIERS,240,35,83,11,23,19,31,16,27,23,9,1,17,17
PORTLAND TRAIL BLAZERS,240,35,64,6,16,29,30,4,21,25,6,6,14,20
DETROIT PISTONS,240,35,68,6,10,24,30,9,23,23,11,2,18,21
OKLAHOMA CITY THUNDER,240,31,59,8,18,24,28,2,31,15,3,5,20,19
GOLDEN STATE WARRIORS,240,43,99,7,23,7,9,20,27,28,8,1,8,20
DENVER NUGGETS,240,44,80,5,16,15,21,7,22,21,4,5,15,27
MEMPHIS GRIZZLIES,240,44,79,2,6,26,32,10,31,19,11,2,12,17
LOS ANGELES LAKERS,240,33,84,2,16,7,15,11,23,19,8,4,8,13
ORLANDO MAGIC,240,37,76,7,23,8,10,9,37,19,6,4,16,17
SACRAMENTO KINGS,240,43,94,6,13,21,24,18,33,19,7,5,15,23
PHOENIX SUNS,240,42,90,6,20,18,24,11,25,25,7,10,12,22
LOS ANGELES CLIPPERS,240,32,77,5,14,24,34,9,33,15,7,1,12,23
TORONTO RAPTORS,240,35,82,2,13,26,32,14,25,16,7,7,12,27
