team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,240,44,90,9,28,7,12,9,41,33,10,7,11,20
BOSTON CELTICS,240,31,83,11,32,15,19,7,36,19,6,3,13,12
ATLANTA HAWKS,240,39,84,7,28,11,17,8,41,25,9,6,16,18
CHARLOTTE HORNETS,240,37,90,10,29,16,24,8,36,25,11,4,11,16
DETROIT PISTONS,240,29,93,6,19,17,20,11,33,23,5,4,7,15
CLEVELAND CAVALIERS,240,40,83,11,25,13,14,5,47,26,4,8,13,14
MEMPHIS GRIZZLIES,240,31,77,9,25,9,12,7,41,16,7,3,12,25
DALLAS MAVERICKS,240,21,73,5,25,17,22,10,35,9,3,7,17,14
TORONTO RAPTORS,265,43,94,8,23,19,31,6,38,23,8,2,11,25
DENVER NUGGETS,265,39,83,4,25,29,39,9,50,29,7,4,19,26
PHOENIX SUNS,240,46,97,9,26,15,18,18,28,21,14,7,11,28
INDIANA PACERS,240,36,76,1,7,23,29,10,25,18,5,8,18,19
SAN ANTONIO SPURS,240,44,78,10,24,18,19,3,31,30,8,6,12,18
LOS ANGELES LAKERS,240,39,87,12,25,17,21,15,30,24,6,1,13,21
PORTLAND TRAIL BLAZERS,240,33,88,12,34,23,26,13,35,19,2,1,14,21
NEW ORLEANS PELICANS,240,45,82,9,24,14,20,1,36,31,9,12,8,21
BROOKLYN NETS,240,35,83,11,29,24,30,7,23,19,6,2,16,19
OKLAHOMA CITY THUNDER,240,49,89,7,26,19,24,10,36,23,9,5,16,24
LOS ANGELES CLIPPERS,240,40,76,13,29,28,34,5,32,27,7,6,14,24
SACRAMENTO KINGS,240,38,86,10,26,29,35,9,28,21,7,4,14,24
