team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,37,87,8,22,17,20,8,29,24,12,5,9,13
ATLANTA HAWKS,240,40,86,9,25,13,14,11,39,23,8,2,15,23
NEW YORK KNICKS,240,42,82,9,16,26,37,8,43,27,5,10,9,24
BROOKLYN NETS,240,32,87,11,32,29,36,11,34,16,5,3,11,23
MIAMI HEAT,240,40,84,12,36,19,24,4,36,35,5,4,14,19
CHICAGO BULLS,240,42,88,16,39,19,22,7,38,27,6,2,9,23
GOLDEN STATE WARRIORS,240,41,85,12,32,24,30,13,35,33,8,6,16,23
CLEVELAND CAVALIERS,240,43,94,7,28,15,22,12,31,26,9,5,15,22
CHARLOTTE HORNETS,240,43,84,10,21,22,33,9,40,21,9,4,15,11
DETROIT PISTONS,240,42,86,15,29,8,11,3,35,27,10,5,16,24
HOUSTON ROCKETS,240,38,94,13,44,13,16,13,24,21,9,4,12,21
LOS ANGELES CLIPPERS,240,44,79,10,25,15,20,4,37,30,6,10,18,17
LOS ANGELES LAKERS,240,38,96,12,35,26,31,12,32,25,11,8,13,23
MEMPHIS GRIZZLIES,240,42,82,10,22,29,34,6,42,24,8,8,18,26
SACRAMENTO KINGS,240,33,84,7,30,15,25,6,31,22,13,0,13,28
OKLAHOMA CITY THUNDER,240,36,86,9,30,14,29,18,41,20,10,6,18,19
TORONTO RAPTORS,240,38,95,9,32,26,30,12,32,20,8,1,15,31
PHILADELPHIA 76ERS,240,40,81,6,25,31,38,10,38,22,8,9,21,28
INDIANA PACERS,240,41,77,14,26,13,15,8,35,26,7,2,14,18
UTAH JAZZ,240,36,81,9,33,13,17,9,29,11,11,7,13,12
MILWAUKEE BUCKS,240,38,81,8,16,20,29,15,29,21,14,6,17,25
WASHINGTON WIZARDS,240,32,76,6,21,25,31,11,28,19,10,8,23,22
