team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
HOUSTON ROCKETS,240,37,74,15,39,19,28,8,23,18,5,4,16,19
CLEVELAND CAVALIERS,240,44,90,7,22,22,29,20,29,15,11,2,13,24
BOSTON CELTICS,240,41,86,10,28,12,13,9,33,19,8,3,17,21
DALLAS MAVERICKS,240,42,87,16,41,13,21,13,30,27,12,3,16,16
SACRAMENTO KINGS,240,42,97,11,28,21,29,13,34,28,6,4,8,22
GOLDEN STATE WARRIORS,240,41,88,10,34,25,29,12,42,28,5,6,14,24
SAN ANTONIO SPURS,240,49,92,10,21,21,28,9,30,27,8,3,10,21
MILWAUKEE BUCKS,240,49,86,15,40,22,29,6,35,30,7,3,13,22
CHICAGO BULLS,240,32,81,10,33,22,31,6,34,22,7,4,13,19
MINNESOTA TIMBERWOLVES,240,42,103,7,34,20,23,21,38,22,7,5,13,23
DENVER NUGGETS,240,39,95,10,30,17,24,15,39,26,6,9,14,20
OKLAHOMA CITY THUNDER,240,37,103,9,39,15,23,19,35,22,9,5,10,24
NEW ORLEANS PELICANS,240,43,90,11,31,17,21,7,36,23,10,3,16,21
WASHINGTON WIZARDS,240,51,90,10,29,12,23,5,40,30,12,9,14,16
