team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,38,76,4,12,15,21,8,26,16,8,13,17,25
ATLANTA HAWKS,240,34,81,5,19,26,30,13,30,19,4,4,16,22
DETROIT PISTONS,240,31,82,5,18,24,35,12,32,14,8,7,16,25
CHICAGO BULLS,240,37,86,5,18,22,31,14,37,17,11,10,15,26
SACRAMENTO KINGS,240,40,77,9,15,18,24,11,32,24,7,4,14,21
CLEVELAND CAVALIERS,240,39,80,6,19,20,29,10,25,22,8,2,13,19
DENVER NUGGETS,240,34,90,10,27,29,33,13,35,16,9,4,12,24
HOUSTON ROCKETS,240,37,81,3,19,17,21,9,35,19,4,7,19,26
PHILADELPHIA 76ERS,240,36,82,6,11,8,16,12,34,13,9,11,19,26
INDIANA PACERS,240,37,89,7,24,18,25,16,35,18,10,6,18,16
MINNESOTA TIMBERWOLVES,240,31,89,6,20,21,32,19,38,15,9,3,28,21
MEMPHIS GRIZZLIES,240,43,93,8,20,15,18,9,34,27,22,4,17,25
CHARLOTTE BOBCATS,240,30,64,9,19,19,23,5,23,13,6,5,18,28
MILWAUKEE BUCKS,240,32,71,11,22,23,27,14,26,19,7,5,18,23
PORTLAND TRAIL BLAZERS,240,37,76,6,13,20,30,9,32,22,7,7,14,22
NEW YORK KNICKS,240,37,88,7,28,14,25,18,33,16,8,6,17,24
NEW ORLEANS HORNETS,240,39,78,7,11,14,17,3,37,20,7,5,14,18
SAN ANTONIO SPURS,240,33,85,6,26,18,21,11,30,24,7,6,13,19
