team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,36,83,12,33,13,16,8,44,25,14,6,20,21
ATLANTA HAWKS,240,27,84,12,40,19,23,11,37,20,9,8,22,13
INDIANA PACERS,240,48,74,5,13,18,26,4,20,28,13,3,15,15
CLEVELAND CAVALIERS,240,40,86,7,25,20,22,16,23,21,9,2,15,20
BOSTON CELTICS,240,39,86,14,34,17,25,8,46,25,4,8,13,26
DETROIT PISTONS,240,33,89,7,37,16,20,6,41,16,4,3,11,24
PHOENIX SUNS,240,36,78,9,33,15,19,5,30,28,5,1,19,25
MEMPHIS GRIZZLIES,240,44,79,9,26,20,22,3,36,30,12,1,12,21
PORTLAND TRAIL BLAZERS,240,37,88,12,33,25,28,8,34,14,7,8,9,25
MIAMI HEAT,240,44,96,15,39,17,26,16,40,21,7,8,12,21
ORLANDO MAGIC,240,33,101,10,43,15,17,11,30,21,9,6,11,22
MILWAUKEE BUCKS,240,41,82,10,30,21,23,6,51,24,6,7,21,19
UTAH JAZZ,240,46,88,10,32,30,37,6,37,32,7,7,13,26
NEW ORLEANS PELICANS,240,40,95,9,34,22,29,11,29,22,4,5,16,32
CHARLOTTE HORNETS,240,37,95,9,35,20,24,9,39,19,3,8,9,25
PHILADELPHIA 76ERS,240,35,91,10,28,25,30,14,42,18,4,8,11,23
LOS ANGELES LAKERS,240,41,86,13,33,11,18,7,35,19,5,5,17,25
SAN ANTONIO SPURS,240,44,91,3,16,19,24,12,37,20,7,5,13,17
