team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,41,85,11,26,18,20,10,35,25,9,5,14,11
BOSTON CELTICS,240,36,87,6,18,11,15,12,30,21,5,5,15,21
CHICAGO BULLS,240,34,69,7,24,27,34,7,43,19,6,5,19,24
BROOKLYN NETS,240,32,86,2,14,18,24,7,27,16,9,0,10,25
GOLDEN STATE WARRIORS,240,37,79,9,21,21,27,9,40,24,5,8,16,19
DETROIT PISTONS,240,33,91,11,23,16,24,15,29,25,11,5,13,20
TORONTO RAPTORS,265,45,104,9,34,23,31,14,39,25,6,6,8,28
LOS ANGELES LAKERS,265,47,96,10,24,25,34,12,42,24,4,7,10,21
MIAMI HEAT,240,30,72,7,23,19,31,10,31,20,8,1,14,20
NEW YORK KNICKS,240,31,88,3,24,14,20,20,30,14,6,3,12,22
ORLANDO MAGIC,240,35,76,5,15,18,25,10,37,14,8,3,22,22
PHOENIX SUNS,240,34,85,7,26,15,18,11,32,22,5,3,19,18
MINNESOTA TIMBERWOLVES,240,39,90,2,9,13,20,11,32,24,12,4,14,23
PORTLAND TRAIL BLAZERS,240,39,86,12,33,17,25,15,39,27,8,9,18,17
MEMPHIS GRIZZLIES,240,38,79,3,13,18,28,10,25,25,13,4,13,27
SACRAMENTO KINGS,240,33,70,1,11,18,27,11,31,16,7,4,23,25
