team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,33,88,9,32,18,25,12,31,20,7,7,9,26
BROOKLYN NETS,240,34,79,12,26,24,32,9,40,22,5,4,10,23
OKLAHOMA CITY THUNDER,240,33,80,8,25,15,24,10,38,19,2,5,11,18
CHARLOTTE BOBCATS,240,30,80,9,23,16,20,9,34,20,5,5,8,18
PHOENIX SUNS,240,32,89,4,23,18,23,16,25,12,9,4,17,22
GOLDEN STATE WARRIORS,240,45,85,8,20,17,24,15,41,32,9,4,21,25
WASHINGTON WIZARDS,240,38,83,8,21,14,17,9,26,18,3,1,12,25
MINNESOTA TIMBERWOLVES,240,42,85,5,15,31,38,14,30,20,10,2,4,12
DENVER NUGGETS,240,33,82,6,23,17,24,11,31,19,10,4,17,15
NEW ORLEANS PELICANS,240,42,89,11,24,10,15,15,38,28,10,8,16,21
TORONTO RAPTORS,240,31,73,10,28,23,33,15,35,21,6,4,16,20
NEW YORK KNICKS,240,30,79,10,19,13,21,13,29,19,11,5,16,29
DETROIT PISTONS,240,39,95,5,18,9,18,19,29,16,6,5,15,22
ORLANDO MAGIC,240,45,85,4,14,15,23,12,37,26,10,2,13,19
MIAMI HEAT,265,38,86,11,32,16,21,4,31,23,9,5,16,23
SACRAMENTO KINGS,265,41,83,5,20,21,25,10,41,23,5,4,22,21
LOS ANGELES LAKERS,240,40,80,7,23,16,23,8,29,16,8,4,14,19
UTAH JAZZ,240,40,88,9,23,16,20,11,32,25,9,3,15,18
