team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
LOS ANGELES CLIPPERS,240,35,78,5,22,13,17,12,30,19,9,5,11,15
DETROIT PISTONS,240,29,71,7,20,11,19,8,26,15,4,7,15,17
CHICAGO BULLS,240,28,75,2,11,13,20,10,29,14,10,1,16,21
MEMPHIS GRIZZLIES,240,30,80,6,11,14,19,18,33,16,7,5,18,19
HOUSTON ROCKETS,240,40,78,10,29,19,24,6,36,18,13,4,17,16
NEW YORK KNICKS,240,39,90,9,31,9,16,13,32,15,8,2,17,18
SAN ANTONIO SPURS,240,36,79,6,20,15,21,9,28,23,9,4,16,19
OKLAHOMA CITY THUNDER,240,38,85,4,14,27,30,15,34,22,9,7,12,21
MINNESOTA TIMBERWOLVES,240,39,96,7,25,8,12,15,28,25,7,2,17,15
ORLANDO MAGIC,240,44,82,6,14,8,8,6,36,31,9,3,17,22
SACRAMENTO KINGS,240,34,83,3,13,19,24,18,33,15,5,5,16,17
PHOENIX SUNS,240,41,85,8,22,11,15,7,31,29,5,10,7,17
