team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,48,101,7,24,8,11,16,31,24,8,1,10,19
BOSTON CELTICS,240,42,80,14,31,18,23,4,27,32,8,6,9,16
ATLANTA HAWKS,240,47,99,10,27,10,14,13,34,18,12,5,8,19
BROOKLYN NETS,240,34,82,17,42,17,21,12,34,26,1,8,19,18
MEMPHIS GRIZZLIES,240,43,84,13,23,12,14,6,30,31,6,4,12,19
CLEVELAND CAVALIERS,240,42,75,11,24,21,23,1,30,24,8,7,10,14
LOS ANGELES CLIPPERS,240,30,86,6,22,16,23,11,27,16,8,6,10,20
DALLAS MAVERICKS,240,36,79,16,35,20,26,15,39,24,4,7,15,20
LOS ANGELES LAKERS,240,38,86,9,30,15,21,17,35,21,5,2,21,24
DENVER NUGGETS,240,40,87,12,31,23,28,9,30,26,8,6,12,19
SACRAMENTO KINGS,240,37,77,11,24,19,21,6,27,20,7,1,15,28
MILWAUKEE BUCKS,240,34,69,6,19,35,42,9,27,20,9,6,15,18
DETROIT PISTONS,240,34,78,9,31,26,32,7,29,20,8,2,16,27
PHILADELPHIA 76ERS,240,35,86,10,28,28,32,17,30,27,7,4,17,24
NEW ORLEANS PELICANS,240,45,86,15,31,18,25,4,44,22,2,3,10,16
PORTLAND TRAIL BLAZERS,240,47,105,11,35,11,11,9,35,20,6,3,4,17
