team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,33,76,4,15,20,28,7,32,20,8,6,16,15
ATLANTA HAWKS,240,40,83,12,26,12,12,10,34,24,8,5,17,24
SACRAMENTO KINGS,240,43,97,10,22,11,15,10,32,27,8,3,7,22
CHARLOTTE HORNETS,240,38,86,16,40,20,25,11,37,22,4,10,15,14
WASHINGTON WIZARDS,240,26,86,7,32,16,27,17,30,15,7,5,12,18
DALLAS MAVERICKS,240,38,87,10,31,12,17,9,43,20,9,9,11,21
PORTLAND TRAIL BLAZERS,240,36,85,8,25,21,26,11,33,19,11,6,11,22
DENVER NUGGETS,240,34,83,10,30,26,33,14,35,23,7,8,15,20
MIAMI HEAT,240,39,82,7,30,5,9,9,33,18,7,4,16,18
HOUSTON ROCKETS,240,36,81,15,37,12,18,8,30,20,10,3,14,15
MINNESOTA TIMBERWOLVES,240,43,91,7,22,33,39,18,29,20,5,4,13,22
LOS ANGELES CLIPPERS,240,47,84,9,27,15,22,8,32,31,4,1,17,27
PHILADELPHIA 76ERS,240,32,71,14,31,23,31,16,32,21,2,4,23,28
MEMPHIS GRIZZLIES,240,33,78,10,26,29,35,11,21,14,14,2,12,26
PHOENIX SUNS,240,39,79,9,26,18,20,9,25,31,12,2,21,26
MILWAUKEE BUCKS,240,38,71,5,17,28,37,8,24,20,14,5,17,22
CHICAGO BULLS,290,45,92,8,31,30,34,6,48,31,8,6,24,32
NEW ORLEANS PELICANS,290,47,113,16,44,22,26,15,40,32,14,3,13,28
