team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,37,78,8,18,18,21,8,25,21,4,6,12,17
BOSTON CELTICS,240,38,77,11,24,21,27,11,29,20,7,4,12,23
DENVER NUGGETS,240,43,85,7,18,18,28,17,39,23,7,7,10,23
BROOKLYN NETS,240,30,75,2,16,25,34,11,26,15,7,4,11,19
CHARLOTTE BOBCATS,240,30,78,3,17,19,25,10,40,11,5,4,10,18
DALLAS MAVERICKS,240,33,82,8,21,15,17,7,38,16,3,3,9,18
TORONTO RAPTORS,240,40,77,8,20,15,18,9,29,17,6,2,18,25
GOLDEN STATE WARRIORS,240,40,79,12,29,20,25,9,27,27,11,2,12,16
PHOENIX SUNS,240,37,87,7,29,10,15,14,27,22,4,5,14,17
MEMPHIS GRIZZLIES,240,46,84,5,14,13,21,12,31,26,7,7,8,19
DETROIT PISTONS,240,41,80,7,16,18,26,13,33,21,11,5,18,19
MIAMI HEAT,240,36,82,9,28,16,23,13,21,19,12,3,19,18
ORLANDO MAGIC,290,47,94,6,26,25,32,8,26,28,13,3,18,27
PHILADELPHIA 76ERS,290,46,96,11,29,23,33,20,36,20,10,4,23,27
OKLAHOMA CITY THUNDER,240,36,83,7,20,18,20,10,37,21,5,5,15,20
SACRAMENTO KINGS,240,35,89,10,29,15,19,13,28,24,9,5,8,18
