team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,265,40,88,9,27,13,17,10,31,32,7,3,14,17
BOSTON CELTICS,265,40,78,10,20,17,20,2,33,23,9,3,15,17
WASHINGTON WIZARDS,240,32,90,3,17,11,17,14,30,18,10,8,11,28
BROOKLYN NETS,240,32,81,12,27,19,33,18,43,14,4,2,18,19
OKLAHOMA CITY THUNDER,240,46,81,12,24,12,16,12,37,28,5,8,11,19
CHARLOTTE BOBCATS,240,35,85,7,23,17,25,14,23,25,3,6,8,15
UTAH JAZZ,240,37,81,2,10,12,18,17,29,18,6,11,14,22
CHICAGO BULLS,240,30,81,4,17,25,30,21,29,19,8,1,11,16
MEMPHIS GRIZZLIES,240,45,86,4,11,9,11,9,28,30,10,6,12,15
CLEVELAND CAVALIERS,240,33,72,6,14,20,26,7,26,19,5,7,15,17
DALLAS MAVERICKS,240,41,78,11,22,9,15,4,37,29,6,5,12,15
DETROIT PISTONS,240,39,96,9,30,12,19,18,34,19,7,3,10,20
HOUSTON ROCKETS,240,27,74,15,35,25,34,7,38,21,11,2,12,17
GOLDEN STATE WARRIORS,240,33,87,9,21,13,20,12,39,18,6,4,16,25
TORONTO RAPTORS,265,48,93,8,22,12,16,7,36,32,8,6,17,27
LOS ANGELES LAKERS,265,39,91,14,39,26,36,14,33,23,10,5,13,14
PHILADELPHIA 76ERS,240,37,77,10,21,9,11,6,27,22,10,3,15,20
MIAMI HEAT,240,42,79,8,21,10,13,10,29,23,10,7,15,9
INDIANA PACERS,240,43,83,11,19,18,23,13,32,33,5,9,12,19
ORLANDO MAGIC,240,32,82,5,15,17,19,12,26,16,8,5,20,22
PHOENIX SUNS,240,43,90,7,23,19,23,12,26,33,9,6,13,17
SACRAMENTO KINGS,240,45,82,13,27,18,21,6,32,30,8,4,15,21
PORTLAND TRAIL BLAZERS,240,53,86,13,21,17,21,8,30,27,8,6,10,17
SAN ANTONIO SPURS,240,44,84,6,19,12,15,7,22,22,5,3,12,17
