team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,30,84,9,25,10,14,13,30,20,6,4,10,20
CLEVELAND CAVALIERS,240,31,75,8,20,19,23,12,34,22,5,1,14,14
HOUSTON ROCKETS,240,40,86,10,28,24,32,11,37,25,11,2,22,22
DENVER NUGGETS,240,38,92,9,30,15,19,12,32,23,16,8,18,28
SACRAMENTO KINGS,265,40,88,10,25,19,24,12,34,26,7,4,20,29
MIAMI HEAT,265,41,80,7,24,25,33,4,30,23,13,8,13,21
WASHINGTON WIZARDS,240,31,81,9,28,14,22,14,35,19,9,3,17,19
MILWAUKEE BUCKS,240,36,78,10,20,9,15,10,34,25,7,6,16,18
PORTLAND TRAIL BLAZERS,240,43,88,14,27,13,17,9,27,18,3,3,10,23
MINNESOTA TIMBERWOLVES,240,46,85,4,7,25,31,10,35,26,7,3,6,15
MEMPHIS GRIZZLIES,240,32,74,6,16,19,29,8,31,26,15,7,14,19
NEW ORLEANS PELICANS,240,38,80,8,23,11,13,7,34,24,8,13,18,18
INDIANA PACERS,240,30,79,7,18,25,30,12,33,16,5,3,11,25
NEW YORK KNICKS,240,30,78,3,15,23,30,13,28,13,4,4,12,27
ATLANTA HAWKS,240,30,77,11,25,13,16,5,37,20,8,9,19,14
PHILADELPHIA 76ERS,240,35,95,13,37,9,17,17,38,24,14,3,16,12
