team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
OKLAHOMA CITY THUNDER,240,40,66,7,14,30,34,2,31,22,5,7,12,19
BROOKLYN NETS,240,39,91,14,34,19,23,16,24,22,7,1,12,25
INDIANA PACERS,240,29,80,2,10,20,27,16,30,17,10,4,12,21
CHICAGO BULLS,240,28,73,4,12,16,20,13,33,18,3,7,19,21
LOS ANGELES LAKERS,240,38,83,7,21,22,34,15,38,16,7,11,18,25
HOUSTON ROCKETS,240,38,101,7,34,24,31,21,29,22,7,4,10,28
PHOENIX SUNS,265,38,82,6,14,16,22,9,23,22,12,5,16,26
MEMPHIS GRIZZLIES,265,40,85,4,19,24,31,15,35,13,11,9,19,22
MINNESOTA TIMBERWOLVES,240,41,77,13,25,10,17,7,40,28,6,2,15,18
PHILADELPHIA 76ERS,240,35,83,5,20,13,23,13,27,24,9,2,13,15
MIAMI HEAT,240,41,89,8,28,11,16,12,31,27,6,2,12,20
WASHINGTON WIZARDS,240,38,79,7,19,22,29,8,36,31,7,3,10,14
