team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,35,80,9,20,17,21,11,28,22,8,5,11,24
CHARLOTTE BOBCATS,240,33,74,3,9,17,20,9,28,17,2,3,16,15
DENVER NUGGETS,240,41,75,8,20,20,28,10,32,23,10,2,13,24
DALLAS MAVERICKS,240,38,82,5,19,15,19,10,26,18,5,3,13,22
MILWAUKEE BUCKS,240,33,73,6,19,22,26,10,29,23,5,4,18,20
DETROIT PISTONS,240,43,80,12,29,15,23,5,32,28,11,1,10,24
MINNESOTA TIMBERWOLVES,240,29,88,3,19,23,28,14,32,15,9,1,19,18
INDIANA PACERS,240,40,80,8,15,10,17,7,38,19,13,5,20,24
HOUSTON ROCKETS,240,34,69,6,24,19,27,11,32,12,7,6,18,20
MEMPHIS GRIZZLIES,240,34,82,4,13,14,18,14,21,22,12,7,15,22
PHOENIX SUNS,240,33,83,8,32,18,24,14,31,17,10,1,15,18
MIAMI HEAT,240,39,79,7,22,22,24,7,31,20,9,4,14,17
NEW YORK KNICKS,240,38,85,6,15,9,14,10,34,24,5,3,9,17
PORTLAND TRAIL BLAZERS,240,37,84,9,25,19,22,10,36,19,3,5,8,15
NEW ORLEANS PELICANS,240,37,97,2,15,17,20,17,31,21,11,6,15,18
SAN ANTONIO SPURS,240,44,81,10,25,14,19,7,38,30,12,7,19,18
CHICAGO BULLS,265,31,79,1,13,20,28,14,35,11,4,2,18,26
UTAH JAZZ,265,33,85,7,17,16,19,12,33,22,8,4,15,25
