team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,37,86,7,21,14,25,7,33,26,8,3,10,24
BOSTON CELTICS,240,32,87,7,19,23,30,18,41,20,8,7,17,21
HOUSTON ROCKETS,240,41,74,9,21,26,36,10,32,24,8,1,17,29
DALLAS MAVERICKS,240,40,86,5,19,30,36,13,28,20,5,4,14,29
CHARLOTTE BOBCATS,240,33,78,5,14,30,42,7,46,18,5,7,16,16
DENVER NUGGETS,240,39,100,9,28,11,13,9,34,20,6,2,11,28
WASHINGTON WIZARDS,240,45,88,3,22,10,17,6,30,31,10,4,16,26
LOS ANGELES CLIPPERS,240,36,73,6,15,32,42,8,35,21,5,3,19,16
OKLAHOMA CITY THUNDER,240,41,80,16,27,14,19,11,23,23,13,2,12,16
MIAMI HEAT,240,37,72,3,19,18,22,10,27,20,4,2,20,15
PHOENIX SUNS,240,42,78,12,23,30,32,8,28,28,8,4,15,29
MILWAUKEE BUCKS,240,38,89,7,19,34,36,11,25,22,3,3,9,25
NEW ORLEANS PELICANS,240,29,82,2,21,17,23,13,35,12,4,6,13,26
MINNESOTA TIMBERWOLVES,240,33,82,4,20,18,25,12,38,23,3,3,13,21
MEMPHIS GRIZZLIES,240,41,75,4,14,13,16,9,22,24,11,4,12,15
SACRAMENTO KINGS,240,38,79,5,21,8,8,13,21,20,5,2,15,12
CHICAGO BULLS,240,37,83,4,12,18,23,14,25,21,9,8,7,18
SAN ANTONIO SPURS,240,33,71,5,13,15,16,6,25,16,5,2,19,23
ORLANDO MAGIC,240,28,84,6,19,21,26,10,29,17,10,5,6,14
TORONTO RAPTORS,240,37,87,14,31,10,13,13,41,26,5,3,14,20
