team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHARLOTTE BOBCATS,240,35,80,6,25,19,31,12,36,27,3,2,9,20
ATLANTA HAWKS,240,34,79,8,30,17,23,5,34,27,6,3,6,21
ORLANDO MAGIC,240,36,72,7,15,16,19,4,28,26,4,6,16,27
CHICAGO BULLS,240,39,77,5,13,25,32,8,28,27,8,3,8,19
MINNESOTA TIMBERWOLVES,240,43,81,8,15,26,33,10,33,37,7,3,21,16
GOLDEN STATE WARRIORS,240,49,101,15,37,17,19,19,32,31,13,4,15,27
SAN ANTONIO SPURS,240,39,89,4,17,16,18,8,35,24,3,2,6,23
HOUSTON ROCKETS,240,38,85,4,22,24,29,11,39,18,4,2,6,16
OKLAHOMA CITY THUNDER,240,31,77,9,32,18,22,11,32,21,6,4,16,22
NEW ORLEANS PELICANS,240,35,79,9,29,22,30,10,29,19,8,5,10,18
BOSTON CELTICS,240,40,86,9,24,19,26,12,28,26,8,4,17,23
PHILADELPHIA 76ERS,240,43,79,3,12,24,38,9,33,25,10,8,14,21
MEMPHIS GRIZZLIES,240,40,77,6,15,11,15,10,32,20,5,1,17,18
PHOENIX SUNS,240,38,80,5,26,10,14,8,22,15,12,6,12,20
MILWAUKEE BUCKS,240,38,73,6,10,18,26,6,26,21,7,3,16,21
TORONTO RAPTORS,240,38,81,14,32,20,26,15,31,25,11,0,13,22
LOS ANGELES LAKERS,240,45,82,10,24,19,22,9,27,31,11,6,13,16
UTAH JAZZ,240,42,81,6,19,14,20,9,28,25,5,4,18,16
MIAMI HEAT,240,36,80,7,27,14,16,5,26,23,11,3,12,15
WASHINGTON WIZARDS,240,46,78,14,29,8,15,8,34,36,9,3,17,19
