team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,240,41,92,7,23,19,21,13,33,16,11,7,14,21
BROOKLYN NETS,240,35,81,8,20,21,28,15,33,19,4,6,22,18
SAN ANTONIO SPURS,240,41,82,9,19,12,15,11,41,27,4,5,18,18
DETROIT PISTONS,240,39,92,5,17,9,13,7,28,22,8,3,10,15
GOLDEN STATE WARRIORS,240,39,77,15,33,29,38,5,29,31,14,13,12,26
MEMPHIS GRIZZLIES,240,34,87,9,26,30,37,18,29,20,6,4,18,28
LOS ANGELES LAKERS,240,39,75,15,31,29,35,6,27,25,9,3,17,24
MILWAUKEE BUCKS,240,40,76,8,28,26,31,4,30,27,11,5,20,29
NEW ORLEANS PELICANS,240,45,75,12,25,20,27,8,35,27,8,3,21,23
MINNESOTA TIMBERWOLVES,240,38,82,6,27,24,32,12,22,22,11,0,13,21
DENVER NUGGETS,240,54,95,16,32,7,10,16,28,30,6,5,15,11
NEW YORK KNICKS,240,52,93,16,38,3,5,10,23,36,10,5,10,14
CHICAGO BULLS,240,37,86,5,19,18,22,12,29,20,7,5,11,16
PHOENIX SUNS,240,48,95,8,19,11,13,13,30,25,4,8,8,18
ATLANTA HAWKS,240,36,71,11,30,24,31,3,34,19,6,5,16,17
SACRAMENTO KINGS,240,38,80,18,36,14,21,8,31,27,12,2,18,27
INDIANA PACERS,240,45,92,4,21,13,15,10,32,29,3,5,11,22
WASHINGTON WIZARDS,240,41,88,10,29,20,30,14,32,29,8,4,11,13
