team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CLEVELAND CAVALIERS,240,37,83,10,27,9,16,9,35,23,6,5,15,22
CHICAGO BULLS,240,38,90,12,25,11,18,15,36,26,11,3,12,15
BROOKLYN NETS,240,35,92,10,31,9,12,8,38,17,4,4,12,16
DETROIT PISTONS,240,36,86,7,18,11,17,11,42,20,6,7,16,11
LOS ANGELES LAKERS,240,40,84,9,27,15,16,14,28,20,4,5,16,22
MINNESOTA TIMBERWOLVES,240,43,89,10,21,23,30,14,26,30,9,5,10,20
LOS ANGELES CLIPPERS,240,44,80,12,22,24,34,7,32,20,4,4,14,21
PHOENIX SUNS,240,49,92,7,23,13,24,13,30,24,6,2,14,27
HOUSTON ROCKETS,240,40,91,8,34,19,23,13,29,18,9,3,18,20
PORTLAND TRAIL BLAZERS,240,43,90,13,33,18,22,11,30,24,12,8,12,16
