team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,43,79,3,13,28,34,8,42,26,9,5,8,14
ATLANTA HAWKS,240,35,86,3,18,10,15,11,24,20,2,5,14,25
SAN ANTONIO SPURS,240,37,70,10,18,16,22,8,37,24,2,5,14,17
DETROIT PISTONS,240,36,83,3,11,14,19,9,26,14,8,2,6,15
MINNESOTA TIMBERWOLVES,240,45,88,8,18,14,18,15,36,22,1,6,15,21
HOUSTON ROCKETS,240,41,91,7,28,19,23,9,22,22,10,2,7,17
INDIANA PACERS,240,44,86,7,22,17,20,11,26,18,8,2,13,24
MIAMI HEAT,240,44,83,8,24,21,28,10,26,20,10,3,11,14
TORONTO RAPTORS,240,31,86,0,10,12,13,12,32,19,5,3,12,19
MILWAUKEE BUCKS,240,38,82,2,13,14,20,12,38,17,7,7,13,14
MEMPHIS GRIZZLIES,265,37,81,2,5,29,39,6,30,17,11,5,9,24
OKLAHOMA CITY THUNDER,265,35,85,7,19,24,32,18,40,19,3,7,21,34
LOS ANGELES CLIPPERS,240,31,79,5,16,18,22,10,27,18,12,3,16,25
ORLANDO MAGIC,240,35,81,10,30,21,34,17,32,22,9,1,16,18
