team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ORLANDO MAGIC,240,30,87,6,22,15,20,11,31,21,11,5,13,13
ATLANTA HAWKS,240,41,80,9,19,7,10,4,43,31,9,6,17,20
UTAH JAZZ,290,44,104,15,45,16,20,15,34,27,6,7,10,28
CHARLOTTE HORNETS,290,41,88,14,27,28,32,7,43,20,6,4,16,18
GOLDEN STATE WARRIORS,240,46,85,19,40,21,27,6,31,33,7,2,8,25
CLEVELAND CAVALIERS,240,37,77,7,19,17,25,8,28,22,3,4,15,25
BOSTON CELTICS,265,40,94,12,30,21,26,13,36,24,9,3,12,30
DALLAS MAVERICKS,265,40,93,16,34,22,24,11,40,23,4,2,14,21
CHICAGO BULLS,240,44,84,9,21,14,20,6,32,28,6,6,10,16
DETROIT PISTONS,240,42,95,5,26,12,20,20,30,18,8,2,11,16
HOUSTON ROCKETS,265,44,88,11,32,33,52,16,36,31,8,5,14,28
LOS ANGELES CLIPPERS,265,47,91,22,37,24,33,9,32,28,10,6,12,30
NEW ORLEANS PELICANS,240,36,74,6,19,21,23,6,28,19,8,5,15,22
MEMPHIS GRIZZLIES,240,35,75,8,19,23,30,11,29,27,9,3,10,25
PHILADELPHIA 76ERS,290,45,102,10,28,13,25,7,44,27,9,7,13,25
NEW YORK KNICKS,290,43,97,8,20,25,30,10,43,26,6,8,14,19
BROOKLYN NETS,240,39,76,5,14,17,19,8,32,24,4,4,14,18
TORONTO RAPTORS,240,43,85,13,24,13,18,8,28,24,8,4,7,17
PORTLAND TRAIL BLAZERS,240,43,84,17,31,5,11,9,39,25,5,2,15,24
WASHINGTON WIZARDS,240,37,77,9,21,15,20,4,31,25,6,3,9,16
