team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BROOKLYN NETS,240,42,72,16,23,14,20,4,39,29,4,4,13,24
CHARLOTTE HORNETS,240,31,79,8,22,17,27,9,25,16,3,4,6,19
GOLDEN STATE WARRIORS,240,37,83,10,32,21,27,9,36,21,7,7,13,24
DALLAS MAVERICKS,240,36,89,5,25,21,30,17,36,14,11,0,15,23
DENVER NUGGETS,240,36,96,7,28,17,26,15,36,24,7,7,15,26
HOUSTON ROCKETS,240,39,88,10,34,20,34,13,39,20,8,7,14,21
PORTLAND TRAIL BLAZERS,240,40,90,5,17,10,12,11,35,21,9,5,12,21
INDIANA PACERS,240,34,88,4,15,13,16,12,37,16,8,2,13,18
LOS ANGELES CLIPPERS,240,39,91,14,29,14,19,10,25,24,8,3,12,24
MILWAUKEE BUCKS,240,43,76,7,11,18,24,6,33,25,3,4,15,19
ATLANTA HAWKS,240,35,84,8,27,21,24,9,32,24,4,4,10,19
ORLANDO MAGIC,240,37,74,10,21,16,21,7,29,26,6,6,15,15
MEMPHIS GRIZZLIES,265,45,93,11,26,19,27,9,33,33,9,4,14,24
PHILADELPHIA 76ERS,265,40,82,11,28,24,34,10,35,22,11,4,16,24
DETROIT PISTONS,240,35,79,6,20,19,23,8,35,22,10,9,13,18
SACRAMENTO KINGS,240,33,93,11,29,13,19,22,33,21,4,7,16,18
