team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,41,80,16,40,22,28,11,44,26,3,6,20,30
BOSTON CELTICS,240,35,91,10,34,27,36,9,27,22,13,3,5,16
INDIANA PACERS,240,44,82,11,26,15,18,6,23,24,10,8,11,26
BROOKLYN NETS,240,33,72,16,31,24,34,11,30,28,5,3,20,23
ORLANDO MAGIC,240,28,86,8,33,16,24,13,34,20,4,5,8,22
CHICAGO BULLS,240,33,75,5,17,19,26,9,41,23,5,6,7,21
DETROIT PISTONS,240,32,82,8,34,14,22,12,29,21,8,5,14,22
CHARLOTTE HORNETS,240,33,75,12,24,20,28,11,32,19,7,5,16,23
NEW ORLEANS PELICANS,240,44,102,8,27,8,16,14,39,27,8,6,12,24
LOS ANGELES LAKERS,240,43,92,8,32,18,25,8,40,28,7,4,12,17
ATLANTA HAWKS,240,43,91,10,29,18,24,15,39,29,4,1,16,18
NEW YORK KNICKS,240,41,84,8,27,17,24,4,31,20,8,3,12,22
UTAH JAZZ,240,47,85,16,31,10,17,6,36,35,7,6,15,21
PORTLAND TRAIL BLAZERS,240,35,87,10,32,10,18,13,29,17,8,6,14,16
MEMPHIS GRIZZLIES,240,37,80,16,32,9,10,8,36,24,7,8,18,25
SACRAMENTO KINGS,240,33,88,15,41,21,29,12,30,25,10,5,9,15
MINNESOTA TIMBERWOLVES,240,33,83,6,21,26,31,9,30,19,11,5,12,19
SAN ANTONIO SPURS,240,46,87,19,33,13,18,11,39,36,7,3,16,22
CLEVELAND CAVALIERS,240,39,82,9,24,23,30,11,29,20,5,5,11,23
TORONTO RAPTORS,240,48,91,9,31,21,26,13,31,21,9,5,8,23
