team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,46,86,13,23,17,22,9,36,24,11,3,13,12
BROOKLYN NETS,240,38,87,16,40,13,14,9,33,19,7,1,15,21
NEW ORLEANS PELICANS,240,30,77,5,20,16,18,10,32,17,8,3,13,19
DALLAS MAVERICKS,240,32,77,10,27,17,20,11,35,19,7,3,12,18
LOS ANGELES CLIPPERS,240,22,70,4,24,22,27,6,34,11,9,4,20,13
INDIANA PACERS,240,40,92,5,19,6,7,13,39,26,8,4,13,21
ATLANTA HAWKS,240,39,88,12,35,4,10,7,31,25,5,6,12,19
LOS ANGELES LAKERS,240,42,95,8,20,17,20,15,38,20,7,2,9,15
MILWAUKEE BUCKS,240,41,86,8,24,14,20,10,43,24,6,6,11,16
ORLANDO MAGIC,240,38,92,7,28,13,17,10,36,24,6,5,7,17
CLEVELAND CAVALIERS,240,38,92,12,40,24,28,14,32,19,5,3,9,14
PHILADELPHIA 76ERS,240,43,92,15,34,7,10,13,37,29,5,5,16,24
DENVER NUGGETS,240,39,89,13,29,29,32,10,39,21,5,1,12,25
PHOENIX SUNS,240,36,89,11,25,31,36,9,37,11,5,7,11,24
HOUSTON ROCKETS,240,46,82,17,36,21,28,7,29,26,7,8,11,23
PORTLAND TRAIL BLAZERS,240,40,83,12,33,22,29,8,27,24,7,2,14,24
