team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
OKLAHOMA CITY THUNDER,240,29,82,4,19,28,31,12,27,13,9,4,13,19
CHICAGO BULLS,240,42,87,5,11,10,17,16,36,25,6,3,15,24
TORONTO RAPTORS,240,42,100,6,18,10,15,18,27,16,8,2,18,23
INDIANA PACERS,240,47,85,13,26,17,20,9,38,33,10,8,17,15
SACRAMENTO KINGS,240,31,85,3,16,26,32,13,32,15,7,7,12,25
LOS ANGELES CLIPPERS,240,36,81,7,18,19,23,12,31,23,5,6,12,24
MIAMI HEAT,240,35,72,5,8,13,18,11,37,20,2,3,18,26
MILWAUKEE BUCKS,240,27,78,4,15,20,25,9,26,17,4,5,9,20
MINNESOTA TIMBERWOLVES,240,41,78,10,21,22,27,7,27,16,3,2,17,24
NEW YORK KNICKS,240,45,85,13,30,18,23,9,23,25,9,6,10,22
ATLANTA HAWKS,240,33,85,5,14,9,12,10,32,17,6,7,11,21
ORLANDO MAGIC,240,28,74,4,22,14,21,10,35,9,5,7,17,19
MEMPHIS GRIZZLIES,240,33,79,1,11,18,23,13,30,15,6,4,14,19
UTAH JAZZ,240,34,81,8,22,18,20,10,28,18,9,10,12,20
