team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,39,75,12,26,16,24,7,25,20,5,2,22,21
ATLANTA HAWKS,240,48,78,10,21,21,24,2,23,32,11,7,12,21
MIAMI HEAT,240,40,75,7,21,17,24,8,37,16,4,6,12,13
BROOKLYN NETS,240,42,89,4,16,10,14,10,25,24,6,3,6,18
MEMPHIS GRIZZLIES,240,32,76,5,19,16,28,5,36,27,6,5,13,20
CHICAGO BULLS,240,38,86,9,24,13,19,9,36,22,5,6,14,17
BOSTON CELTICS,240,43,89,10,25,20,24,10,34,17,4,2,18,35
DETROIT PISTONS,240,38,78,11,21,32,43,7,29,13,5,4,11,22
PHOENIX SUNS,240,41,91,5,22,16,18,7,34,28,11,4,20,20
GOLDEN STATE WARRIORS,240,46,88,15,32,21,27,9,40,32,12,4,17,17
DALLAS MAVERICKS,240,33,90,8,33,7,10,11,36,16,2,3,11,16
INDIANA PACERS,240,43,89,11,29,10,17,5,42,28,9,4,8,17
MILWAUKEE BUCKS,240,38,88,5,16,9,11,15,26,21,9,6,11,21
LOS ANGELES CLIPPERS,240,36,75,11,21,20,24,10,30,25,7,4,14,10
MINNESOTA TIMBERWOLVES,240,42,101,4,21,14,14,16,34,21,12,2,7,23
NEW YORK KNICKS,240,37,85,8,21,25,30,14,36,28,2,10,14,17
PORTLAND TRAIL BLAZERS,240,32,92,11,26,15,18,17,30,13,6,3,18,28
OKLAHOMA CITY THUNDER,240,38,79,2,14,28,37,14,37,13,6,8,18,20
CHARLOTTE HORNETS,240,36,79,14,34,12,15,7,26,23,12,3,16,19
ORLANDO MAGIC,240,43,77,14,24,13,15,4,36,28,12,4,17,15
WASHINGTON WIZARDS,240,35,84,3,15,22,25,10,28,22,6,4,12,18
SAN ANTONIO SPURS,240,44,83,8,22,18,23,8,35,29,10,9,11,21
NEW ORLEANS PELICANS,240,34,73,10,21,26,28,8,28,14,9,2,10,24
UTAH JAZZ,240,32,67,7,20,23,29,5,29,17,4,4,12,20
