team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHOENIX SUNS,240,39,86,6,19,36,49,10,39,23,9,3,13,30
BOSTON CELTICS,240,44,94,14,41,28,35,12,38,31,8,5,15,32
PHILADELPHIA 76ERS,240,46,83,8,25,17,23,11,35,23,10,4,18,22
CHICAGO BULLS,240,37,91,10,24,23,31,15,24,22,9,5,14,15
CLEVELAND CAVALIERS,240,41,74,9,25,21,24,3,35,26,6,5,12,22
CHARLOTTE HORNETS,240,38,90,10,38,19,24,14,28,18,6,4,9,17
SACRAMENTO KINGS,240,40,83,10,21,10,13,6,31,27,7,4,19,16
GOLDEN STATE WARRIORS,240,44,89,10,31,16,18,13,31,37,14,8,12,15
NEW ORLEANS PELICANS,240,41,91,14,38,11,14,6,30,28,9,7,10,15
HOUSTON ROCKETS,240,44,93,14,39,15,20,15,44,29,5,3,18,19
DENVER NUGGETS,240,39,82,7,27,40,43,11,34,23,8,4,13,15
INDIANA PACERS,240,48,95,13,24,8,11,11,28,19,9,8,12,29
MINNESOTA TIMBERWOLVES,265,46,95,7,21,20,22,12,25,32,13,10,13,20
LOS ANGELES LAKERS,265,46,88,14,23,24,28,9,33,26,6,2,20,23
ATLANTA HAWKS,240,34,83,8,22,21,24,13,36,20,5,3,17,19
MILWAUKEE BUCKS,240,39,88,8,27,14,16,9,26,27,10,6,8,23
DETROIT PISTONS,240,34,96,2,22,17,20,12,38,21,3,3,8,17
ORLANDO MAGIC,240,47,91,12,26,9,13,6,41,36,4,6,10,17
BROOKLYN NETS,240,43,82,3,15,19,26,6,32,24,5,4,14,22
WASHINGTON WIZARDS,240,49,97,10,26,21,22,11,35,29,9,5,10,19
