team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MILWAUKEE BUCKS,240,36,80,15,34,24,29,14,34,23,8,10,18,18
BROOKLYN NETS,240,34,89,12,40,13,16,12,28,20,9,9,17,22
DALLAS MAVERICKS,240,32,86,9,31,14,18,9,32,18,6,2,11,25
CHARLOTTE HORNETS,240,35,74,5,18,22,31,4,35,24,5,6,10,18
LOS ANGELES CLIPPERS,240,42,89,13,31,16,24,14,33,33,7,3,11,32
CLEVELAND CAVALIERS,240,28,69,9,24,29,39,6,30,12,5,3,18,24
HOUSTON ROCKETS,290,48,108,14,44,22,30,15,41,26,11,4,19,28
GOLDEN STATE WARRIORS,290,43,104,12,44,29,37,13,41,31,12,7,17,27
ORLANDO MAGIC,240,33,74,6,24,22,31,7,35,15,5,9,17,19
MEMPHIS GRIZZLIES,240,33,79,7,18,22,28,8,31,18,9,9,10,25
MIAMI HEAT,240,44,86,8,19,15,19,13,27,16,7,2,6,15
UTAH JAZZ,240,40,73,17,30,13,17,5,26,24,5,8,11,14
