team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PHILADELPHIA 76ERS,240,36,83,11,29,13,20,10,29,21,14,4,19,20
ATLANTA HAWKS,240,48,95,13,32,8,14,15,37,31,10,6,16,14
WASHINGTON WIZARDS,240,38,91,4,13,15,18,13,36,19,3,7,12,22
CHICAGO BULLS,240,39,97,5,15,23,25,15,37,21,7,6,10,20
DETROIT PISTONS,240,46,90,4,18,10,14,11,26,23,11,1,9,16
DENVER NUGGETS,240,36,84,9,25,14,19,14,28,15,6,4,15,14
SAN ANTONIO SPURS,240,41,76,5,18,19,24,2,33,21,6,11,10,19
HOUSTON ROCKETS,240,34,89,15,47,17,21,16,30,22,6,4,14,19
BOSTON CELTICS,240,35,80,8,25,27,33,15,32,22,7,7,13,21
INDIANA PACERS,240,36,86,6,27,21,28,11,29,17,9,9,13,22
UTAH JAZZ,240,40,81,6,20,16,19,6,39,12,5,4,9,19
MIAMI HEAT,240,38,81,5,17,10,19,4,35,21,5,4,8,17
MEMPHIS GRIZZLIES,240,35,78,6,30,20,21,3,29,20,8,4,13,26
MILWAUKEE BUCKS,240,36,68,7,18,27,36,5,30,20,9,5,12,20
LOS ANGELES CLIPPERS,240,40,76,11,24,28,37,9,33,25,7,4,14,19
MINNESOTA TIMBERWOLVES,240,40,89,8,22,17,21,15,24,26,11,3,13,31
LOS ANGELES LAKERS,240,52,94,16,30,6,7,10,37,36,8,5,10,17
NEW ORLEANS PELICANS,240,39,90,6,20,15,19,12,30,20,4,5,10,10
BROOKLYN NETS,240,40,84,16,37,26,30,6,49,22,6,10,17,19
PHOENIX SUNS,240,40,107,8,33,16,21,17,38,23,9,3,12,20
NEW YORK KNICKS,240,44,97,7,23,12,16,17,32,19,3,2,16,23
TORONTO RAPTORS,240,39,83,7,22,33,38,11,33,18,10,6,11,20
