team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,39,93,7,24,16,20,12,34,11,9,5,9,19
BROOKLYN NETS,240,33,78,6,27,17,23,8,36,13,5,5,15,20
CHARLOTTE HORNETS,240,41,83,9,19,20,22,7,27,24,7,3,14,19
CHICAGO BULLS,240,42,90,7,23,27,29,15,30,23,10,9,10,17
NEW ORLEANS PELICANS,240,32,88,11,26,7,10,8,37,26,6,6,13,18
CLEVELAND CAVALIERS,240,34,90,6,31,16,22,11,45,16,9,4,11,13
DENVER NUGGETS,240,48,101,9,35,14,18,16,32,33,10,2,14,21
GOLDEN STATE WARRIORS,240,50,95,11,25,16,21,12,31,33,7,2,13,14
WASHINGTON WIZARDS,240,38,87,6,26,9,12,7,38,23,9,2,17,21
HOUSTON ROCKETS,240,37,86,12,39,15,21,7,34,25,9,9,13,12
PHOENIX SUNS,240,39,102,2,15,18,22,19,29,22,11,4,12,29
LOS ANGELES CLIPPERS,240,37,80,7,16,28,38,12,39,17,1,11,19,21
OKLAHOMA CITY THUNDER,240,36,78,9,27,13,19,8,32,20,7,5,10,20
MILWAUKEE BUCKS,240,38,79,7,19,15,24,7,32,21,4,4,10,17
ORLANDO MAGIC,240,45,91,15,31,10,14,13,26,35,10,4,12,20
NEW YORK KNICKS,240,39,83,8,21,17,24,16,30,18,7,5,18,17
