team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,32,88,5,20,19,22,17,32,19,3,2,20,20
ATLANTA HAWKS,240,37,89,7,34,22,24,13,35,28,14,11,11,21
DENVER NUGGETS,265,43,93,9,29,21,31,18,31,18,7,3,15,26
DALLAS MAVERICKS,265,45,88,11,29,21,27,10,35,25,9,1,14,25
CHARLOTTE HORNETS,240,36,83,11,28,13,19,6,32,23,8,7,14,21
INDIANA PACERS,240,35,85,4,19,21,24,10,42,19,8,3,14,20
MEMPHIS GRIZZLIES,240,43,85,13,32,13,15,10,37,24,6,7,13,26
LOS ANGELES LAKERS,240,32,78,5,23,26,39,11,27,14,9,3,7,14
ORLANDO MAGIC,240,39,93,6,27,11,16,15,32,24,6,1,12,24
NEW YORK KNICKS,240,37,80,4,16,30,36,11,40,18,7,4,11,15
WASHINGTON WIZARDS,240,40,94,7,23,16,17,17,38,24,7,8,11,19
PHILADELPHIA 76ERS,240,35,82,8,25,16,21,7,34,21,10,5,11,19
LOS ANGELES CLIPPERS,240,43,89,9,29,22,26,11,30,18,6,4,8,27
SACRAMENTO KINGS,240,34,78,12,24,27,37,13,31,19,6,3,16,23
CLEVELAND CAVALIERS,240,35,74,12,24,15,21,10,29,21,4,0,14,26
TORONTO RAPTORS,240,37,73,6,17,19,26,5,29,18,6,0,11,23
