team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,36,79,6,21,17,26,13,21,26,9,2,10,23
CHARLOTTE BOBCATS,240,35,65,7,15,22,26,6,29,27,5,5,15,22
SAN ANTONIO SPURS,240,34,74,6,19,30,45,12,36,23,9,2,16,20
DENVER NUGGETS,240,29,74,6,17,21,31,8,23,18,10,5,16,29
NEW JERSEY NETS,240,43,82,2,11,14,17,13,27,21,6,6,15,18
INDIANA PACERS,240,46,86,9,24,14,18,10,22,26,8,6,10,13
GOLDEN STATE WARRIORS,240,37,92,14,32,16,21,8,31,19,9,1,11,22
LOS ANGELES CLIPPERS,240,42,83,5,20,18,27,9,46,23,6,6,17,20
PHILADELPHIA 76ERS,240,49,86,14,26,8,11,10,29,28,7,5,14,26
MEMPHIS GRIZZLIES,240,34,69,3,13,30,41,6,27,15,10,1,16,14
BOSTON CELTICS,240,35,75,4,9,31,35,12,30,15,8,6,9,24
MILWAUKEE BUCKS,240,31,78,8,24,20,24,11,27,14,7,3,11,25
DALLAS MAVERICKS,240,42,79,13,21,29,34,7,29,27,9,7,11,20
SACRAMENTO KINGS,240,40,85,4,10,24,29,14,27,14,7,2,13,22
ATLANTA HAWKS,240,40,74,9,18,16,18,8,23,22,7,8,11,15
WASHINGTON WIZARDS,240,40,79,7,12,8,12,13,26,26,1,4,17,17
