team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,45,105,10,26,8,12,16,28,28,10,3,7,13
BOSTON CELTICS,240,43,85,17,41,14,18,10,35,20,5,7,14,10
ORLANDO MAGIC,240,39,92,6,27,12,18,6,29,21,8,3,13,21
LOS ANGELES CLIPPERS,240,39,76,9,26,18,26,9,40,23,11,5,21,20
HOUSTON ROCKETS,240,36,87,15,42,18,22,7,25,23,7,4,15,23
MINNESOTA TIMBERWOLVES,240,44,81,8,23,23,25,9,40,31,8,9,17,19
MEMPHIS GRIZZLIES,240,38,92,7,24,12,21,13,26,18,11,5,10,26
OKLAHOMA CITY THUNDER,240,36,81,8,26,23,29,11,42,21,5,4,16,18
NEW YORK KNICKS,240,42,86,4,22,9,10,8,32,20,7,8,13,22
PHILADELPHIA 76ERS,240,37,95,7,28,17,21,18,29,27,7,1,14,12
CLEVELAND CAVALIERS,240,28,82,9,30,21,28,13,35,14,5,4,15,20
PORTLAND TRAIL BLAZERS,240,40,93,10,30,12,16,13,38,29,6,9,9,17
