team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,37,79,9,22,21,26,10,33,21,8,3,18,18
BROOKLYN NETS,240,37,77,11,24,18,22,5,31,22,10,4,17,20
MINNESOTA TIMBERWOLVES,240,34,73,5,17,22,26,5,35,20,8,8,14,14
CHICAGO BULLS,240,32,85,8,24,14,16,11,31,20,9,4,13,25
LOS ANGELES CLIPPERS,240,43,79,14,28,14,19,11,36,29,9,3,17,25
MILWAUKEE BUCKS,240,34,89,4,22,14,22,17,24,24,6,3,11,15
ATLANTA HAWKS,240,43,88,12,25,11,12,15,25,25,8,2,15,17
OKLAHOMA CITY THUNDER,240,43,82,13,25,12,18,10,23,23,8,10,14,12
PHOENIX SUNS,240,43,80,9,20,29,35,13,29,25,11,12,19,25
PHILADELPHIA 76ERS,240,40,87,8,20,25,26,14,23,23,11,3,21,27
SACRAMENTO KINGS,240,37,90,5,22,20,26,20,35,15,3,5,10,36
UTAH JAZZ,240,32,80,7,20,35,53,19,35,20,6,3,8,23
