position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG/SG,"Harden, James^",67.5,"$11,600",HOUSTON ROCKETS,@ mia, 99-101,42:49,   35pt 6rb 12as 2st 3to 6trey 7-23fg 15-18ft
PG/SG,"Williams, Louis",41.75,"$5,300",LOS ANGELES CLIPPERS,v dal, 125-121,23:55,   26pt 1rb 8as 2st 4to 1trey 9-12fg 7-10ft
PG/SG,"Barea, Jose",33.75,"$4,500",DALLAS MAVERICKS,@ lac, 121-125,27:08,   19pt 3rb 8as 3to 1trey 8-15fg 2-2ft
PG/SG,"Johnson, Tyler^",28,"$5,100",MIAMI HEAT,v hou, 101-99,31:45,   19pt 4rb 2bl 2to 2trey 6-10fg 5-9ft
PG/SG,"Wade, Dwyane",18,"$5,900",MIAMI HEAT,v hou, 101-99,25:48,   10pt 2rb 3as 1st 2to 4-17fg 2-2ft
PG/SG,"Beverley, Patrick",17.75,"$4,300",LOS ANGELES CLIPPERS,v dal, 125-121,25:14,   8pt 5rb 2as 1trey 3-7fg 1-2ft
PG/SG,"Harris, Devin",16.5,"$3,300",DALLAS MAVERICKS,@ lac, 121-125,18:45,   13pt 2rb 2trey 5-11fg 1-1ft
PG,"Brunson, Jalen^",13.75,"$3,800",DALLAS MAVERICKS,@ lac, 121-125,20:52,   7pt 3rb 2as 1to 1trey 2-9fg 2-2ft
PG,"Paul, Chris^",10.25,"$8,200",HOUSTON ROCKETS,@ mia, 99-101,12:08,   4pt 1rb 4as 2to 1-3fg 2-2ft
PG/SG,"Wallace, Tyrone",8.75,"$3,500",LOS ANGELES CLIPPERS,v dal, 125-121,10:53,   6pt 1rb 1st 1to 3-4fg 0-1ft
PG/SG,"Gilgeous-Alexander, Shai^",8.25,"$5,200",LOS ANGELES CLIPPERS,v dal, 125-121,19:12,   4pt 1rb 1as 1st 1to 2-4fg
SG,"Bradley, Avery^",6.25,"$3,900",LOS ANGELES CLIPPERS,v dal, 125-121,27:42,   2pt 1rb 2as 1-4fg
PG/SG,"Knight, Brandon",3,"$3,000",HOUSTON ROCKETS,@ mia, 99-101,17:43,   3pt 1to 1trey 1-5fg
PG/SG,"Ellington, Wayne",0,"$3,700",MIAMI HEAT,v hou, 101-99,5:00,   0pt 0-2fg
PG,"Teodosic, Milos",0,"$3,000",LOS ANGELES CLIPPERS,v dal, 125-121,DNP,   
PG,"Carter-Williams, Michael",0,"$3,100",HOUSTON ROCKETS,@ mia, 99-101,DNP,   
PG/SG,"Macon, Daryl",0,"$3,000",DALLAS MAVERICKS,@ lac, 121-125,NA,   
PG,"Dragic, Goran",0,"$5,700",MIAMI HEAT,v hou, 101-99,NA,   
PG,"Smith Jr., Dennis",0,"$5,400",DALLAS MAVERICKS,@ lac, 121-125,NA,   
SG,"Robinson, Jerome",0,"$3,000",LOS ANGELES CLIPPERS,v dal, 125-121,NA,   
SG/SF,"Doncic, Luka^",52,"$8,400",DALLAS MAVERICKS,@ lac, 121-125,31:00,   32pt 4rb 5as 4st 4to 3trey 10-20fg 9-13ft
SF/PF,"Gallinari, Danilo^",49.5,"$6,600",LOS ANGELES CLIPPERS,v dal, 125-121,33:52,   32pt 6rb 4as 2bl 3to 3trey 11-16fg 7-7ft
SG/SF,"Richardson, Josh^",41.5,"$6,800",MIAMI HEAT,v hou, 101-99,37:55,   22pt 6rb 7as 1to 4trey 9-19fg
