position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Lawson, Ty^",60.75,"$8,800",DENVER NUGGETS,v was, 115-117,42,   31pt 3rb 12as 3st 2to 3trey 10-20fg 8-8ft
PG,"Westbrook, Russell^",57.75,"$10,300",OKLAHOMA CITY THUNDER,@ cle, 98-108,40,   22pt 9rb 11as 2st 1bl 2to 3trey 7-26fg 5-7ft
SG,"Harden, James^",57.5,"$10,900",HOUSTON ROCKETS,@ lal, 99-87,35,   37pt 8rb 5as 2st 6to 4trey 12-20fg 9-10ft
PG,"Paul, Chris^",56,"$9,600",LOS ANGELES CLIPPERS,@ pho, 120-100,36,   23pt 8rb 12as 2st 4to 3trey 7-11fg 6-7ft
PG,"Augustin, D.J.^",53.5,"$3,200",DETROIT PISTONS,@ tor, 110-114,37,   35pt 4rb 8as 2to 5trey 12-20fg 6-6ft
PG,"Wall, John^",49.75,"$9,200",WASHINGTON WIZARDS,@ den, 117-115,42,   19pt 3rb 16as 1st 2to 1trey 8-16fg 2-2ft
SG,"Ellis, Monta^",48.75,"$7,000",DALLAS MAVERICKS,@ nor, 106-109,35,   36pt 5rb 2as 1st 1to 4trey 16-27fg 0-0ft
PG,"Curry, Stephen^",48,"$10,000",GOLDEN STATE WARRIORS,v bos, 114-111,33,   22pt 4rb 11as 2st 3to 1trey 6-16fg 9-9ft
SG,"Evans, Tyreke^",47,"$8,200",NEW ORLEANS PELICANS,v dal, 109-106,42,   24pt 2rb 12as 1st 3to 1trey 11-19fg 1-1ft
PG,"Rondo, Rajon^",44.5,"$7,100",DALLAS MAVERICKS,@ nor, 106-109,34,   17pt 8rb 9as 2st 2to 2trey 7-10fg 1-2ft
SG,"DeRozan, DeMar^",43,"$6,400",TORONTO RAPTORS,v det, 114-110,35,   25pt 6rb 4as 2st 1trey 8-14fg 8-10ft
SG,"Turner, Evan^",40.75,"$5,300",BOSTON CELTICS,@ gsw, 111-114,32,   19pt 7rb 7as 1st 1bl 4to 1trey 7-12fg 4-6ft
PG,"Williams, Maurice^",39.75,"$6,000",MINNESOTA TIMBERWOLVES,@ atl, 100-112,38,   20pt 7rb 6as 1st 4to 4trey 8-15fg 0-0ft
PG,"Irving, Kyrie^",37,"$8,900",CLEVELAND CAVALIERS,v okc, 108-98,41,   21pt 2rb 6as 2st 2to 3trey 9-21fg 0-0ft
SG,"Thompson, Klay^",36,"$8,100",GOLDEN STATE WARRIORS,v bos, 114-111,32,   31pt 2rb 1as 1to 3trey 11-19fg 6-8ft
PG,"Hill, George",33.5,"$5,600",INDIANA PACERS,@ orl, 106-99,20,   17pt 6rb 3as 1st 1bl 1trey 7-15fg 2-3ft
