position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Westbrook, Russell^",63.25,"$10,400",OKLAHOMA CITY THUNDER,@ tor, 119-100,34:06,   26pt 11rb 12as 1st 3to 1trey 10-16fg 5-8ft
SG,"Wade, Dwyane^",52,"$6,500",MIAMI HEAT,v bkn, 110-99,31:32,   30pt 2rb 9as 2st 2bl 4to 14-19fg 2-2ft
SG,"Wiggins, Andrew^",50.25,"$6,300",MINNESOTA TIMBERWOLVES,v pho, 121-116,36:29,   32pt 5rb 2as 1st 3bl 1to 3trey 6-13fg 17-21ft
PG,"Teague, Jeff^",48,"$5,500",ATLANTA HAWKS,@ chi, 102-100,29:59,   26pt 6rb 7as 1st 1bl 9-18fg 8-8ft
PG,"Rubio, Ricky^",47.75,"$6,900",MINNESOTA TIMBERWOLVES,v pho, 121-116,34:14,   17pt 7rb 11as 3st 6to 2trey 6-15fg 3-4ft
PG,"Holiday, Jrue^",46.5,"$8,500",NEW ORLEANS PELICANS,v nyk, 99-91,34:12,   22pt 6rb 6as 4st 2to 2trey 9-19fg 2-2ft
PG,"Paul, Chris^",45,"$9,400",LOS ANGELES CLIPPERS,v bos, 114-90,26:19,   13pt 4rb 14as 3st 4to 1trey 5-14fg 2-2ft
PG,"Knight, Brandon^",43,"$7,300",PHOENIX SUNS,@ min, 116-121,32:25,   30pt 2rb 5as 1bl 5to 7trey 10-16fg 3-4ft
SG,"Booker, Devin^",42.25,"$6,500",PHOENIX SUNS,@ min, 116-121,43:16,   30pt 3rb 5as 1bl 4to 2trey 10-22fg 8-9ft
PG,"Barea, Jose",42.25,"$4,600",DALLAS MAVERICKS,@ den, 97-88,26:26,   18pt 1rb 11as 2st 1to 3trey 7-13fg 1-2ft
PG,"Rose, Derrick^",40.25,"$5,800",CHICAGO BULLS,v atl, 100-102,34:03,   20pt 5rb 5as 2st 1bl 1to 2trey 8-25fg 2-2ft
SG,"Hood, Rodney^",39.75,"$5,000",UTAH JAZZ,v lal, 123-75,28:37,   30pt 3rb 1bl 8trey 11-13fg
SG,"Barton, Will",38,"$5,100",DENVER NUGGETS,v dal, 88-97,31:40,   23pt 8rb 2as 1to 5trey 7-14fg 4-4ft
PG,"Mudiay, Emmanuel^",34.5,"$5,600",DENVER NUGGETS,v dal, 88-97,35:27,   16pt 6rb 7as 1st 4to 1trey 5-11fg 5-6ft
SG,"Richardson, Josh^",33.75,"$4,200",MIAMI HEAT,v bkn, 110-99,38:14,   16pt 5rb 3as 2st 1bl 1to 3trey 6-9fg 1-2ft
SG,"Butler, Jimmy^",33.25,"$7,200",CHICAGO BULLS,v atl, 100-102,35:16,   15pt 9rb 4as 2trey 5-16fg 3-3ft
SG,"Crabbe, Allen",32.5,"$3,100",PORTLAND TRAIL BLAZERS,v sac, 105-93,21:17,   21pt 4rb 1as 1st 1bl 1to 3trey 8-10fg 2-3ft
PG,"Brooks, Aaron",32,"$3,000",CHICAGO BULLS,v atl, 100-102,22:38,   16pt 4rb 6as 1st 2to 2trey 7-10fg
PG,"Calderon, Jose^",31.75,"$3,900",NEW YORK KNICKS,@ nor, 91-99,30:17,   9pt 7rb 6as 2st 1to 3trey 3-7fg
PG,"Curry, Seth^",31.5,"$3,100",SACRAMENTO KINGS,@ por, 93-105,33:39,   21pt 4rb 1as 2st 3to 3trey 9-17fg
PG,"Lillard, Damian^",31.25,"$9,500",PORTLAND TRAIL BLAZERS,v sac, 105-93,28:46,   13pt 1rb 9as 1st 1bl 4to 3trey 4-9fg 2-2ft
SG,"Waiters, Dion",30.5,"$3,300",OKLAHOMA CITY THUNDER,@ tor, 119-100,27:32,   15pt 2rb 3as 3st 1bl 2to 3trey 6-10fg
PG,"Harris, Devin",29.25,"$3,100",DALLAS MAVERICKS,@ den, 97-88,28:35,   12pt 3rb 3as 3st 1bl 2trey 3-10fg 4-4ft
PG,"Clarkson, Jordan^",29,"$5,000",LOS ANGELES LAKERS,@ uta, 75-123,34:01,   12pt 8rb 2as 2st 1to 1trey 5-18fg 1-2ft
SG,"DeRozan, DeMar^",29,"$7,800",TORONTO RAPTORS,v okc, 100-119,33:37,   19pt 2rb 5as 8-22fg 3-3ft
SG,"Powell, Norman^",29,"$3,200",TORONTO RAPTORS,v okc, 100-119,27:49,   18pt 4rb 2bl 4trey 7-13fg
PG,"Thomas, Isaiah^",29,"$7,900",BOSTON CELTICS,@ lac, 90-114,27:31,   24pt 2as 1bl 2to 2trey 5-14fg 12-13ft
PG,"Collison, Darren^",28,"$5,000",SACRAMENTO KINGS,@ por, 93-105,32:08,   10pt 2rb 7as 3st 2to 5-13fg
PG,"Mack, Shelvin^",27.75,"$5,900",UTAH JAZZ,v lal, 123-75,29:12,   17pt 3rb 5as 2to 1trey 8-11fg
PG,"Price, Ronnie",26.75,"$3,000",PHOENIX SUNS,@ min, 116-121,21:27,   12pt 1rb 3as 4st 2trey 3-7fg 4-4ft
SG,"Felton, Raymond^",26.75,"$4,300",DALLAS MAVERICKS,@ den, 97-88,31:32,   11pt 5rb 5as 1st 1to 1trey 3-8fg 4-4ft
PG,"Larkin, Shane^",26.75,"$3,700",BROOKLYN NETS,@ mia, 99-110,29:09,   7pt 3rb 8as 3st 4to 1-5fg 5-6ft
SG,"McCollum, C.J.^",26.5,"$7,200",PORTLAND TRAIL BLAZERS,v sac, 105-93,24:22,   16pt 2rb 3as 1st 1to 4trey 5-13fg 2-2ft
SG,"Korver, Kyle^",26.5,"$3,800",ATLANTA HAWKS,@ chi, 102-100,29:00,   12pt 4rb 3as 1st 1bl 2trey 4-10fg 2-2ft
SG,"Matthews, Wes^",26.25,"$5,000",DALLAS MAVERICKS,@ den, 97-88,34:09,   14pt 3rb 2as 1st 1bl 1to 4trey 5-14fg
PG,"Smart, Marcus",25.75,"$3,900",BOSTON CELTICS,@ lac, 90-114,24:09,   13pt 5rb 4as 1st 3to 6-12fg 1-1ft
SG,"Rivers, Austin",25.5,"$3,000",LOS ANGELES CLIPPERS,v bos, 114-90,29:45,   16pt 2rb 2as 2st 2to 2trey 5-9fg 4-4ft
SG,"Bradley, Avery^",25.25,"$5,000",BOSTON CELTICS,@ lac, 90-114,30:32,   13pt 1rb 2as 3st 1bl 3to 3trey 5-11fg 0-1ft
PG,"Mills, Patty",24.75,"$3,800",SAN ANTONIO SPURS,@ mem, 101-87,22:12,   17pt 1rb 4as 2to 3trey 7-10fg
PG,"Douglas, Toney",24.75,"$5,400",NEW ORLEANS PELICANS,v nyk, 99-91,24:42,   16pt 5rb 2as 3to 2trey 4-10fg 6-6ft
SG,"Galloway, Langston",24.5,"$3,300",NEW YORK KNICKS,@ nor, 91-99,22:19,   8pt 2rb 4as 4st 3-8fg 2-2ft
SG,"Green, Danny^",23.75,"$3,800",SAN ANTONIO SPURS,@ mem, 101-87,30:01,   6pt 7rb 1as 2st 2bl 1to 3-7fg
SG,"Crawford, Jamal",23,"$4,500",LOS ANGELES CLIPPERS,v bos, 114-90,28:51,   15pt 2rb 2as 1st 3to 4trey 5-12fg 1-1ft
PG,"Lowry, Kyle^",21.5,"$8,400",TORONTO RAPTORS,v okc, 100-119,36:27,   14pt 2rb 4as 4to 2trey 4-14fg 4-8ft
SG,"Carter, Vince",20.25,"$3,300",MEMPHIS GRIZZLIES,v sas, 87-101,21:24,   14pt 3rb 1as 2trey 3-9fg 6-7ft
SG,"Williams, Louis",19.75,"$4,900",LOS ANGELES LAKERS,@ uta, 75-123,17:46,   16pt 1rb 1as 1to 3trey 4-6fg 5-6ft
PG,"Joseph, Cory",18.25,"$3,700",TORONTO RAPTORS,v okc, 100-119,26:23,   7pt 3rb 4as 1st 1to 3-9fg 1-1ft
