position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Dragic, Goran^",56,"$6,700",MIAMI HEAT,v sac, 108-96,41:04,   25pt 8rb 8as 2st 2bl 3to 5trey 8-14fg 4-7ft
PG,"Antetokounmpo, Giannis^",54.5,"$8,900",MILWAUKEE BUCKS,@ nor, 117-113,33:50,   24pt 10rb 7as 1st 2bl 1to 1trey 10-19fg 3-4ft
PG,"Frazier, Tim^",46.25,"$5,900",NEW ORLEANS PELICANS,v mil, 113-117,36:48,   20pt 3rb 9as 4st 1bl 3to 1trey 7-12fg 5-6ft
PG,"Payton, Elfrid^",43.75,"$5,600",ORLANDO MAGIC,@ phi, 103-101,38:09,   18pt 3rb 10as 2st 1bl 2to 1trey 8-17fg 1-3ft
SG,"LaVine, Zach^",40,"$5,700",MINNESOTA TIMBERWOLVES,v mem, 116-80,29:10,   31pt 4rb 2as 3to 5trey 11-18fg 4-4ft
PG,"Curry, Stephen^",40,"$9,200",GOLDEN STATE WARRIORS,@ por, 127-104,29:30,   28pt 4rb 3as 1st 4to 5trey 10-21fg 3-4ft
PG,"Lillard, Damian^",38.75,"$9,500",PORTLAND TRAIL BLAZERS,v gsw, 104-127,31:34,   31pt 1rb 2as 1st 1to 4trey 8-19fg 11-13ft
PG,"Hill, George^",38.5,"$5,800",UTAH JAZZ,@ sas, 106-91,32:44,   22pt 2rb 7as 1st 3trey 9-13fg 1-1ft
PG/SG,"Johnson, Tyler",38.5,"$4,300",MIAMI HEAT,v sac, 108-96,32:15,   22pt 4rb 2as 2st 2bl 1to 2trey 7-11fg 6-6ft
SG,"Thompson, Hollis",36.25,"$3,000",PHILADELPHIA 76ERS,v orl, 101-103,28:11,   22pt 7rb 1as 1bl 4trey 8-10fg 2-2ft
SG,"Waiters, Dion^",36,"$4,200",MIAMI HEAT,v sac, 108-96,42:22,   20pt 4rb 4as 1st 2bl 3to 1trey 7-14fg 5-7ft
PG,"Rodriguez, Sergio^",35.25,"$4,700",PHILADELPHIA 76ERS,v orl, 101-103,31:59,   12pt 5rb 11as 4to 2trey 5-11fg
PG/SG,"Dellavedova, Matthew^",33.75,"$4,200",MILWAUKEE BUCKS,@ nor, 117-113,28:57,   11pt 5rb 8as 2st 1to 2trey 4-8fg 1-1ft
PG,"Dunn, Kris^",33.5,"$4,100",MINNESOTA TIMBERWOLVES,v mem, 116-80,29:06,   10pt 4rb 6as 5st 3to 2trey 3-7fg 2-2ft
SG,"Fournier, Evan^",33.25,"$6,000",ORLANDO MAGIC,@ phi, 103-101,37:13,   17pt 5rb 5as 1st 2to 3trey 6-17fg 2-2ft
PG/SG,"Clark, Ian",33,"$3,000",GOLDEN STATE WARRIORS,@ por, 127-104,25:20,   22pt 2rb 1as 3st 1to 3trey 8-8fg 3-3ft
SG,"Caldwell-Pope, Kentavious^",30.75,"$4,600",DETROIT PISTONS,v nyk, 102-89,33:35,   19pt 3rb 3as 1st 1to 4trey 7-11fg 1-1ft
SG,"Hood, Rodney^",30.25,"$5,700",UTAH JAZZ,@ sas, 106-91,33:02,   19pt 5rb 1as 1st 1to 4trey 6-13fg 3-3ft
SG,"Brogdon, Malcolm",29.5,"$3,100",MILWAUKEE BUCKS,@ nor, 117-113,23:44,   14pt 2rb 4as 4st 3to 1trey 6-10fg 1-1ft
PG,"Rose, Derrick^",29.25,"$5,600",NEW YORK KNICKS,@ det, 89-102,31:41,   19pt 5rb 2as 1bl 2to 8-17fg 3-3ft
PG,"Harrison, Andrew",29,"$3,000",MEMPHIS GRIZZLIES,@ min, 80-116,31:43,   12pt 2rb 5as 4st 3to 1trey 2-7fg 7-8ft
PG,"Teague, Jeff^",28.5,"$6,000",INDIANA PACERS,v lal, 115-108,32:35,   9pt 6rb 6as 2st 3to 1trey 4-15fg 0-2ft
SG,"Ellis, Monta^",28,"$5,400",INDIANA PACERS,v lal, 115-108,37:59,   17pt 2rb 3as 2bl 2to 2trey 6-14fg 3-4ft
SG,"Williams, Louis",26,"$4,100",LOS ANGELES LAKERS,@ ind, 108-115,26:56,   19pt 5as 4to 3trey 7-14fg 2-2ft
SG,"Henderson, Gerald^",26,"$3,400",PHILADELPHIA 76ERS,v orl, 101-103,31:29,   18pt 4rb 1as 1st 1to 7-13fg 4-5ft
PG,"Smith, Ishmael^",26,"$5,400",DETROIT PISTONS,v nyk, 102-89,31:37,   10pt 2rb 8as 1st 1to 5-14fg
SG,"Thompson, Klay^",25.25,"$6,500",GOLDEN STATE WARRIORS,@ por, 127-104,30:13,   14pt 5rb 4as 2to 6-17fg 2-2ft
PG/SG,"McCollum, C.J.^",25,"$7,200",PORTLAND TRAIL BLAZERS,v gsw, 104-127,26:15,   16pt 4rb 2as 1st 4to 2trey 6-12fg 2-2ft
SG,"Afflalo, Arron^",23.25,"$3,700",SACRAMENTO KINGS,@ mia, 96-108,41:04,   18pt 3rb 1st 2to 1trey 7-17fg 3-3ft
SG,"Moore, E'Twaun^",22.5,"$4,000",NEW ORLEANS PELICANS,v mil, 113-117,35:30,   17pt 3as 1to 3trey 7-13fg
