position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Conley, Mike^",60.75,"$7,900",MEMPHIS GRIZZLIES,v sas, 110-108,41:52,   35pt 9rb 8as 1st 3to 4trey 13-23fg 5-7ft
PG,"Curry, Stephen^",59,"$9,100",GOLDEN STATE WARRIORS,@ por, 119-113,38:42,   34pt 4rb 8as 2st 1bl 1to 5trey 10-25fg 9-10ft
SG,"DeRozan, DeMar^",57.75,"$7,800",TORONTO RAPTORS,@ mil, 87-76,39:52,   33pt 9rb 5as 4st 4to 12-22fg 9-9ft
PG,"Lillard, Damian^",48.75,"$8,300",PORTLAND TRAIL BLAZERS,v gsw, 113-119,39:46,   31pt 7rb 4as 1bl 2to 4trey 10-23fg 7-7ft
PG,"Wall, John^",45.5,"$10,800",WASHINGTON WIZARDS,@ atl, 98-116,31:36,   29pt 4rb 7as 1st 3to 1trey 10-12fg 8-10ft
PG,"Schroder, Dennis^",45,"$7,200",ATLANTA HAWKS,v was, 116-98,31:09,   27pt 2rb 9as 1st 3to 3trey 10-22fg 4-6ft
PG/SG,"McCollum, C.J.^",44.5,"$7,000",PORTLAND TRAIL BLAZERS,v gsw, 113-119,39:05,   32pt 6rb 2st 4to 6trey 10-23fg 6-6ft
PG/SF,"Antetokounmpo, Giannis^",35.75,"$10,200",MILWAUKEE BUCKS,v tor, 76-87,42:21,   14pt 9rb 4as 2st 2bl 7to 6-19fg 2-4ft
PG,"Parker, Tony^",35.5,"$4,200",SAN ANTONIO SPURS,@ mem, 108-110,36:52,   22pt 4rb 5as 1st 2to 9-19fg 4-4ft
PG,"Lowry, Kyle^",34,"$7,700",TORONTO RAPTORS,@ mil, 87-76,42:52,   18pt 4rb 4as 1st 1bl 2trey 8-17fg
SG,"Thompson, Klay^",33.5,"$6,700",GOLDEN STATE WARRIORS,@ por, 119-113,40:38,   24pt 2rb 3st 2to 4trey 8-21fg 4-6ft
SG,"McCaw, Patrick^",33.25,"$3,200",GOLDEN STATE WARRIORS,@ por, 119-113,28:33,   11pt 5rb 5as 3st 1bl 1trey 4-6fg 2-4ft
SG,"Beal, Bradley^",21.25,"$7,500",WASHINGTON WIZARDS,@ atl, 98-116,35:29,   12pt 5rb 1as 1bl 1to 6-20fg
