position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG/SG,"Murray, Jamal^",56.75,"$6,600",DENVER NUGGETS,v dal, 126-118,39:26,   22pt 7rb 15as 1st 1bl 5to 1trey 10-18fg 1-2ft
SG,"Beal, Bradley^",50.5,"$8,500",WASHINGTON WIZARDS,@ atl, 110-118,39:53,   29pt 10rb 3as 2st 4to 2trey 11-17fg 5-7ft
PG/SG,"Russell, D'Angelo^",50,"$8,100",BROOKLYN NETS,v lal, 115-110,34:04,   22pt 4rb 13as 1bl 4to 4trey 9-21fg
PG,"Ball, Lonzo^",40,"$6,500",LOS ANGELES LAKERS,@ bkn, 110-115,39:25,   23pt 6rb 3as 2st 3to 5trey 9-16fg 0-2ft
PG/SG,"Morris, Monte",33,"$4,700",DENVER NUGGETS,v dal, 126-118,24:43,   16pt 4rb 5as 2st 1to 2trey 7-10fg
PG/SG,"Oladipo, Victor^",30.75,"$9,100",INDIANA PACERS,v cle, 91-92,33:43,   12pt 5rb 5as 1st 2bl 3to 1trey 4-15fg 3-6ft
PG,"Young, Trae^",29.75,"$6,400",ATLANTA HAWKS,v was, 118-110,26:26,   19pt 3rb 4as 1st 5to 3trey 5-11fg 6-8ft
PG/SG,"Dinwiddie, Spencer",27.75,"$7,600",BROOKLYN NETS,v lal, 115-110,33:41,   18pt 1rb 6as 3to 2trey 6-11fg 4-7ft
PG/SG,"Burks, Alec",26.25,"$4,200",CLEVELAND CAVALIERS,@ ind, 92-91,26:23,   14pt 5rb 1as 2bl 1trey 5-16fg 3-3ft
PG/SG,"Lin, Jeremy",24.75,"$3,800",ATLANTA HAWKS,v was, 118-110,23:34,   16pt 3rb 4as 2to 6-12fg 4-4ft
PG,"Wall, John^",24,"$9,800",WASHINGTON WIZARDS,@ atl, 110-118,26:04,   15pt 6as 3to 3trey 6-18fg
PG,"Collison, Darren^",22.5,"$5,000",INDIANA PACERS,v cle, 91-92,29:21,   5pt 6rb 4as 1st 1bl 1to 1trey 2-6fg
PG/SG,"Barea, Jose",22,"$4,300",DALLAS MAVERICKS,@ den, 118-126,20:36,   10pt 4rb 5as 1to 4-11fg 2-2ft
PG/SG,"Beasley, Malik",21.75,"$3,400",DENVER NUGGETS,v dal, 126-118,26:30,   12pt 1rb 4as 1st 1to 2trey 5-8fg
PG/SG,"Satoransky, Tomas",18,"$4,300",WASHINGTON WIZARDS,@ atl, 110-118,21:12,   11pt 2rb 2as 1st 2to 1trey 4-4fg 2-4ft
