position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG/SG,"Doncic, Luka^",50.75,"$9,200",DALLAS MAVERICKS,v por, 102-101,37:30,   28pt 9rb 6as 1bl 3to 4trey 9-20fg 6-8ft
PG,"Lillard, Damian^",45.75,"$8,800",PORTLAND TRAIL BLAZERS,@ dal, 101-102,36:19,   30pt 3rb 5as 2st 5to 6trey 10-23fg 4-4ft
PG/SG,"Booker, Devin^",45,"$8,500",PHOENIX SUNS,@ sac, 104-117,35:22,   27pt 8rb 6as 5to 3trey 9-19fg 6-7ft
PG,"Fox, De'Aaron^",42,"$7,300",SACRAMENTO KINGS,v pho, 117-104,31:49,   17pt 6rb 9as 2st 2to 2trey 5-11fg 5-6ft
SG,"Thompson, Klay^",38.75,"$6,300",GOLDEN STATE WARRIORS,v mia, 120-118,37:49,   29pt 3rb 2as 6trey 11-21fg 1-1ft
PG/SG,"Curry, Stephen^",38.5,"$9,300",GOLDEN STATE WARRIORS,v mia, 120-118,36:25,   25pt 4rb 2as 2st 2to 5trey 9-18fg 2-2ft
PG/SF,"Winslow, Justise^",38.5,"$5,500",MIAMI HEAT,@ gsw, 118-120,28:54,   22pt 6rb 4as 1st 2to 4trey 8-16fg 2-2ft
PG,"Augustin, D.J.^",36.75,"$4,500",ORLANDO MAGIC,@ atl, 124-108,25:13,   14pt 3rb 10as 1st 1trey 6-9fg 1-2ft
PG/SG,"Wade, Dwyane",34,"$5,200",MIAMI HEAT,@ gsw, 118-120,28:56,   10pt 6rb 9as 1st 1bl 2to 5-14fg 0-3ft
PG,"Young, Trae^",29.25,"$6,800",ATLANTA HAWKS,v orl, 108-124,26:05,   13pt 5rb 7as 3to 2trey 3-9fg 5-5ft
PG/SG,"Ingram, Brandon^",28.5,"$5,400",LOS ANGELES LAKERS,@ phi, 120-143,33:38,   19pt 4rb 4as 3to 6-11fg 7-7ft
PG/SG,"McCollum, C.J.^",26.75,"$6,800",PORTLAND TRAIL BLAZERS,@ dal, 101-102,33:39,   14pt 5rb 5as 2to 6-17fg 2-2ft
PG/SG,"McConnell, T.J.",25.25,"$3,500",PHILADELPHIA 76ERS,v lal, 143-120,18:48,   13pt 1rb 3as 3st 1trey 6-6fg
PG/SF,"Simmons, Ben^",25.25,"$8,200",PHILADELPHIA 76ERS,v lal, 143-120,29:12,   8pt 3rb 7as 1st 1bl 2to 3-13fg 2-2ft
PG/SG,"Lin, Jeremy",24.25,"$3,900",ATLANTA HAWKS,v orl, 108-124,21:55,   12pt 3rb 4as 1bl 1to 2trey 4-9fg 2-2ft
PG/SG,"Johnson, Tyler^",21.25,"$4,400",PHOENIX SUNS,@ sac, 104-117,31:31,   9pt 5rb 3as 1st 2to 1trey 4-12fg
PG/SG,"Brunson, Jalen^",20.5,"$4,000",DALLAS MAVERICKS,v por, 102-101,23:31,   5pt 2rb 7as 1st 1bl 4to 1trey 2-8fg
PG/SG,"Ferrell, Yogi",18.5,"$3,400",SACRAMENTO KINGS,v pho, 117-104,14:48,   7pt 2rb 4as 1st 2trey 2-5fg 1-1ft
PG,"Rondo, Rajon",13.25,"$6,300",LOS ANGELES LAKERS,@ phi, 120-143,15:43,   0pt 3rb 7as 2to 0-3fg
PG,"Okobo, Elie",13.25,"$3,800",PHOENIX SUNS,@ sac, 104-117,18:29,   6pt 3rb 3as 2to 2-7fg 2-2ft
PG/SG,"Burke, Trey",13.25,"$3,700",DALLAS MAVERICKS,v por, 102-101,16:49,   8pt 1rb 1as 1st 1to 2trey 3-7fg
PG,"Livingston, Shaun",10.25,"$3,000",GOLDEN STATE WARRIORS,v mia, 120-118,15:47,   0pt 3rb 2as 2st 1to 0-2fg
PG,"Cook, Quinn",8.75,"$3,200",GOLDEN STATE WARRIORS,v mia, 120-118,13:04,   2pt 3rb 2as 1-2fg
PG/SF,"Stephenson, Lance",6.75,"$3,900",LOS ANGELES LAKERS,@ phi, 120-143,12:22,   4pt 1rb 2as 3to 2-8fg
PG/SG,"Curry, Seth",5.5,"$3,700",PORTLAND TRAIL BLAZERS,@ dal, 101-102,10:35,   4pt 1st 1to 2-5fg
PG/SG,"Briscoe, Isaiah",4.5,"$3,100",ORLANDO MAGIC,@ atl, 124-108,22:47,   2pt 2as 1to 1-8fg
PG/SG,"Burks, Alec",3.75,"$3,900",SACRAMENTO KINGS,v pho, 117-104,21:08,   0pt 3rb 0-1fg
PG,"Grant, Jerian",3.5,"$3,100",ORLANDO MAGIC,@ atl, 124-108,3:27,   3pt 1trey 1-4fg
PG/SG,"Harris, Devin",1.75,"$3,500",DALLAS MAVERICKS,v por, 102-101,6:45,   1pt 1rb 1to 0-2fg 1-2ft
PG/SG,"Crawford, Jamal",0,"$3,600",PHOENIX SUNS,@ sac, 104-117,4:13,   0pt
PG/SG,"Mason III, Frank",0,"$3,000",SACRAMENTO KINGS,v pho, 117-104,DNP,   
PG/SG,"Macon, Daryl",0,"$3,000",DALLAS MAVERICKS,v por, 102-101,DNP,   
PG/SG,"Simons, Anfernee",0,"$3,000",PORTLAND TRAIL BLAZERS,@ dal, 101-102,DNP,   
PG,"Evans, Jawun",0,"$3,000",PHOENIX SUNS,@ sac, 104-117,DNP,   
SG,"Daniels, Troy",0,"$3,100",PHOENIX SUNS,@ sac, 104-117,DNP,   
PG/SG,"Milton, Shake",0,"$3,000",PHILADELPHIA 76ERS,v lal, 143-120,NA,   
PG/SF,"Bonga, Isaac",0,"$3,000",LOS ANGELES LAKERS,@ phi, 120-143,NA,   
PG,"Dragic, Goran",0,"$5,400",MIAMI HEAT,@ gsw, 118-120,NA,   
SG,"Trent Jr., Gary",0,"$3,000",PORTLAND TRAIL BLAZERS,@ dal, 101-102,NA,   
PG/SG,"Fultz, Markelle",0,"$3,000",ORLANDO MAGIC,@ atl, 124-108,NA,   
