position,name,fantasy_points,salary,team,opponent,score,minutes_played,stats
PG,"Thomas, Isaiah^",52.5,"$7,900",BOSTON CELTICS,v atl, 111-103,36:39,   42pt 4rb 1as 1st 1to 5trey 12-24fg 13-15ft
PG,"Jackson, Reggie^",41.5,"$6,700",DETROIT PISTONS,v cle, 91-101,39:11,   13pt 4rb 12as 2st 1to 1trey 5-16fg 2-2ft
SG,"Turner, Evan^",40,"$6,000",BOSTON CELTICS,v atl, 111-103,34:06,   17pt 2rb 7as 5st 1bl 5to 1trey 6-14fg 4-6ft
PG,"Teague, Jeff^",35,"$6,800",ATLANTA HAWKS,@ bos, 103-111,31:52,   23pt 2rb 5as 1st 1bl 4to 7-17fg 9-9ft
PG,"Irving, Kyrie^",32.5,"$8,000",CLEVELAND CAVALIERS,@ det, 101-91,39:23,   26pt 4as 2to 3trey 11-20fg 1-1ft
SG,"Caldwell-Pope, Kentavious^",32.25,"$5,200",DETROIT PISTONS,v cle, 91-101,42:42,   18pt 3rb 1as 4st 1to 3trey 7-14fg 1-1ft
SG,"Smith, J.R.^",28.25,"$4,700",CLEVELAND CAVALIERS,@ det, 101-91,37:01,   9pt 9rb 3as 1st 3trey 3-9fg
SG,"Ginobili, Manu",25.75,"$3,400",SAN ANTONIO SPURS,@ mem, 96-87,26:57,   11pt 3rb 5as 1st 3trey 3-5fg 2-2ft
PG,"Smart, Marcus",25.25,"$4,900",BOSTON CELTICS,v atl, 111-103,32:57,   11pt 3rb 5as 2bl 4to 2trey 3-6fg 3-4ft
SG,"Green, Danny^",25,"$3,200",SAN ANTONIO SPURS,@ mem, 96-87,25:00,   11pt 4rb 1st 3bl 1to 3trey 4-10fg
SG,"Korver, Kyle^",24,"$3,700",ATLANTA HAWKS,@ bos, 103-111,29:06,   17pt 2as 1st 1to 5trey 6-10fg
PG,"Schroder, Dennis",23.25,"$2,800",ATLANTA HAWKS,@ bos, 103-111,22:26,   20pt 1rb 2as 2to 8-14fg 4-5ft
SG,"Carter, Vince^",21,"$3,200",MEMPHIS GRIZZLIES,v sas, 87-96,26:29,   11pt 8rb 1to 1trey 3-12fg 4-4ft
PG,"Farmar, Jordan^",20.5,"$3,300",MEMPHIS GRIZZLIES,v sas, 87-96,33:06,   7pt 2rb 6as 1st 1to 1trey 3-8fg
PG,"Dellavedova, Matthew",20.5,"$3,100",CLEVELAND CAVALIERS,@ det, 101-91,16:17,   12pt 5as 2trey 4-5fg 2-2ft
